ID,英文詞彙,中文詞彙,更新日期
21414023,ricin,蓖麻毒蛋白,2026-08-07
21414024,ricing,米粒化,2026-08-07
21414025,ricinoleic acid,篦麻油酸,2026-08-07
21414026,rickets,佝偻病,2026-08-07
21414027,rickey,利克酒,2026-08-07
21414028,ricotta,力可达起司；力可达干酪,2026-08-07
21414029,riesling,丽丝玲葡萄,2026-08-07
21414030,rigor mortis,死后僵直,2026-08-07
21414031,rillauds,法国里约肉干,2026-08-07
21414032,rillettes,法国熟肉酱,2026-08-07
21414033,risk factor,风险因子,2026-08-07
21414034,risotto,义大利什锦饭,2026-08-07
21414035,rissole,炸肉馅卷,2026-08-07
21414036,river cobbler,河鲶鱼；巴沙鱼,2026-08-07
21414037,RNA interference (RNAi),RNA干扰,2026-08-07
21414038,roach,蟑螂,2026-08-07
21414039,roast,焙；烤；烘,2026-08-07
21414040,rock cake,粗硬饼干,2026-08-07
21414041,rock candy,冰糖,2026-08-07
21414042,rock eel,岩鳗,2026-08-07
21414043,rock fish,鲈鲉,2026-08-07
21414044,rock lobster,岩龙虾,2026-08-07
21414045,rock salmon,长鳍𫚕,2026-08-07
21414046,roe,鱼卵；鱼子,2026-08-07
21414047,rohu,南亚野鲮,2026-08-07
21414048,rohwurst,德国生干香肠,2026-08-07
21414049,roller drying,滚筒干燥,2026-08-07
21414050,roller mill,辊磨机,2026-08-07
21414051,roll-on closure,滚压封口,2026-08-07
21414052,roly-poly,卷心甜点,2026-08-07
21414053,romaine,罗马缎,2026-08-07
21414054,ronnyng,长叶莴苣,2026-08-07
21414055,root beer,沙士,2026-08-07
21414056,rope,绳索,2026-08-07
21414057,ropy milk,稠变乳,2026-08-07
21414058,rosado,粉红酒,2026-08-07
21414059,rosato,粉红酒,2026-08-07
21414060,rosé,粉红酒,2026-08-07
21414061,rose hips,玫瑰果,2026-08-07
21414062,rose water,玫瑰水,2026-08-07
21414063,roselle,洛神葵,2026-08-07
21414064,rosemary,迷迭香,2026-08-07
21414065,rösti,瑞士薯饼,2026-08-07
21414066,rotaviruses,轮状病毒,2026-08-07
21414067,roti,印度烤饼,2026-08-07
21414068,rough endoplasmic reticulum,粗糙内质网,2026-08-07
21414069,roughage,粗饲料,2026-08-07
21414070,roux,面糊,2026-08-07
21414071,royal jelly,蜂王浆,2026-08-07
21414072,rue,芸香叶,2026-08-07
21414073,rum,糖密酒,2026-08-07
21414074,rumen,瘤胃,2026-08-07
21414075,ruminant,反刍动物,2026-08-07
21414076,rumpbone,臀肉,2026-08-07
21414077,runner bean,虎豆；红花菜豆,2026-08-07
21414078,rusk,面包脆饼,2026-08-07
21414079,Russian salad ,俄罗斯沙拉,2026-08-07
21414080,rutabaga,芜青甘蓝,2026-08-07
21414081,rutin,芸香苷,2026-08-07
21414082,rye,黑麦,2026-08-07
21414083,rye bread,黑麦面包；裸麦面包,2026-08-07
21414084,rye whisky,黑麦威士忌,2026-08-07
21414085,saba nut,萨巴果,2026-08-07
21414086,sabayon,义大利甜酱,2026-08-07
21414087,sablefish,裸盖鱼,2026-08-07
21414088,sabre fish,带鱼,2026-08-07
21414089,saccharases,蔗糖酶,2026-08-07
21414090,saccharic acid,葡萄糖二酸,2026-08-07
21414091,saccharimeter,糖量计,2026-08-07
21414092,saccharin,糖精,2026-08-07
21414093,saccharometer,糖量计,2026-08-07
21414094,saccharose,蔗糖,2026-08-07
21414095,sack,袋,2026-08-07
21414096,saddle,鞍部,2026-08-07
21414097,safe allowances,安全容许量,2026-08-07
21414098,safe and adequate intake,安全适当摄入量,2026-08-07
21414099,safflower oil,红花子油,2026-08-07
21414100,saffron,番红花,2026-08-07
21414101,sage,鼠尾草,2026-08-07
21414102,sago,苏铁,2026-08-07
21414103,sailfish,雨伞旗鱼,2026-08-07
21414104,saké,清酒,2026-08-07
21414105,salad,沙拉,2026-08-07
21414106,salad dressing,沙拉酱,2026-08-07
21414107,salades composées,混和沙拉,2026-08-07
21414108,salamander,蝾螈,2026-08-07
21414109,salami,萨拉米香肠；发酵干燥香肠,2026-08-07
21414110,salinometer,盐度计,2026-08-07
21414111,saliva,唾液,2026-08-07
21414112,salivary glands,唾液线,2026-08-07
21414113,salmon,鲑鱼,2026-08-07
21414114,salmon berry,黄莓,2026-08-07
21414115,Salmonella,沙门氏杆菌属,2026-08-07
21414116,salometer,盐度计,2026-08-07
21414117,salsa,莎莎酱,2026-08-07
21414118,salsify,黑皮波罗门参,2026-08-07
21414119,salt,盐,2026-08-07
21414120,salt beef,腌牛肉,2026-08-07
21414121,saltbush,海滨藜属,2026-08-07
21414122,salt-free diet ,无盐饮食,2026-08-07
21414123,salting,盐渍,2026-08-07
21414124,saltlicks,盐块,2026-08-07
21414125,saltpetre,硝石,2026-08-07
21414126,sambal,参巴辣椒酱,2026-08-07
21414127,samosa,印度咖哩饺,2026-08-07
21414128,sand leek,大蒜,2026-08-07
21414129,sandeel,盲蛇鳗,2026-08-07
21414130,sanding,砂磨,2026-08-07
21414131,sandwich,三明治,2026-08-07
21414132,sangiovese,酿酒葡萄,2026-08-07
21414133,sansa oil,橄榄果渣油,2026-08-07
21414134,santalins,檀香油,2026-08-07
21414135,sapodilla,人心果,2026-08-07
21414136,saponifiable fats,皂化脂肪,2026-08-07
21414137,saponification,皂化作用,2026-08-07
21414138,saponins,皂素；皂苷,2026-08-07
21414139,sapota,人心果,2026-08-07
21414140,saran,赛纶,2026-08-07
21414141,sarcocarp,肉质果,2026-08-07
21414142,sarcolactic acid,肌乳酸,2026-08-07
21414143,sarcolemma,肌膜；肌鞘,2026-08-07
21414144,sarcosine,肌胺酸,2026-08-07
21414145,sardell,沙丁鱼,2026-08-07
21414146,sardellina,小沙丁鱼,2026-08-07
21414147,sardine,沙丁鱼,2026-08-07
21414148,sashimi,生鱼片；刺身,2026-08-07
21414149,Saskatoon berry,萨斯卡通莓,2026-08-07
21414150,sassafras,擦树,2026-08-07
21414151,saté,沙嗲,2026-08-07
21414152,satiety,饱足,2026-08-07
21414153,satsuma,温州蜜柑,2026-08-07
21414154,saturated,饱和的,2026-08-07
21414155,saturated fat,饱和脂肪,2026-08-07
21414156,saturates,饱合烃,2026-08-07
21414157,sauce,酱料；佐料,2026-08-07
21414158,sauerkraut,德式酸菜,2026-08-07
21414159,sauerteig,酸面团,2026-08-07
21414160,saury,秋刀鱼,2026-08-07
21414161,sausage,香肠,2026-08-07
21414162,sausage casings,肠衣,2026-08-07
21414163,sausage meat,香肠肉,2026-08-07
21414164,sauté,干煎,2026-08-07
21414165,sauvignon blanc,白苏维侬 {酿酒葡萄},2026-08-07
21414166,savarin,萨瓦兰蛋糕,2026-08-07
21414167,saveloy,熏香肠,2026-08-07
21414168,savory,餐前后咸点,2026-08-07
21414169,savoury,餐前后咸点,2026-08-07
21414170,savoy,皱叶甘蓝,2026-08-07
21414171,savoy biscuits,萨沃依饼干,2026-08-07
21414172,saw palmetto,沙巴棕,2026-08-07
21414173,saxitoxin,蛤蚌毒素,2026-08-07
21414174,scabbard fish,叉尾带鱼,2026-08-07
21414175,scald,烫洗,2026-08-07
21414176,scallion,大葱,2026-08-07
21414177,scalloped dishes,扇贝菜肴,2026-08-07
21414178,scallops,海扇贝,2026-08-07
21414179,scenedesmus,月形藻,2026-08-07
21414180,schmaltz,鹅油,2026-08-07
21414181,schnitzel,炸肉排,2026-08-07
21414182,Scientific Advisory Committee on Nutrition of the UK Food Standards Agency (SACN),英国食品标准局营养科学顾问委员会,2026-08-07
21414183,sclerosis,硬化症,2026-08-07
21414184,scombroid poisoning,鲭鱼中毒,2026-08-07
21414185,scone,司康面包,2026-08-07
21414186,scorbutic,坏血病的,2026-08-07
21414187,Scotch broth,苏格兰肉汤,2026-08-07
21414188,Scotch bun,苏格兰面包,2026-08-07
21414189,Scotch pancake,苏格兰煎饼,2026-08-07
21414190,Scoville heat units,史高维尔辣度单位,2026-08-07
21414191,scrapple,玉米肉饼,2026-08-07
21414192,scup,门齿鲷,2026-08-07
21414193,scuppernong,史卡帕农葡萄 {一种酿酒葡萄},2026-08-07
21414194,scurvy,坏血病,2026-08-07
21414195,SDS gel electrophoresis,SDS胶体电泳,2026-08-07
21414196,sea bream,海鲷；鳍鲷,2026-08-07
21414197,sea buckthorn,沙棘,2026-08-07
21414198,sea crayfish,小螯虾,2026-08-07
21414199,sea cucumber,海参,2026-08-07
21414200,sea fennel,海茴香,2026-08-07
21414201,sea kale,海芥蓝,2026-08-07
21414202,sea lettuce,石莼,2026-08-07
21414203,sea mustard,裙带菜,2026-08-07
21414204,sea pie,肉鱼馅饼,2026-08-07
21414205,sea slug,海蛞蝓,2026-08-07
21414206,sea truffle,海松茸,2026-08-07
21414207,seafood,水产食品；海鲜食品,2026-08-07
21414208,sear,烧；灼,2026-08-07
21414209,seasoning,调味料,2026-08-07
21414210,seaweed,海藻,2026-08-07
21414211,secco,干型邑 {不甜的酒},2026-08-07
21414212,seco,干型邑 {不甜的酒},2026-08-07
21414213,second messenger,第二传讯者,2026-08-07
21414214,secondary fermentation,后发酵；二次发酵,2026-08-07
21414215,secretagogue,促分泌物,2026-08-07
21414216,secretin,胰液催素,2026-08-07
21414217,sedoheptulose,七碳糖,2026-08-07
21414218,seed cake,种子糕饼,2026-08-07
21414219,selenium,硒,2026-08-07
21414220,selenoprotein P,硒蛋白P,2026-08-07
21414221,self-raising flour,自发面粉,2026-08-07
21414222,seltzer,气泡水,2026-08-07
21414223,sémillon,波尔多白葡萄品种,2026-08-07
21414224,seminose,甘露糖,2026-08-07
21414225,semi-permeable membrane,半透膜,2026-08-07
21414226,semi-seco,半干型邑,2026-08-07
21414227,semolina,细粒面粉,2026-08-07
21414228,sensitization,增感；敏化,2026-08-07
21414229,sensory properties,感官特性；感官性质,2026-08-07
21414230,sequestrant,结合剂,2026-08-07
21414231,serine,丝胺酸,2026-08-07
21414232,serotonin,血清素；羟色胺,2026-08-07
21414233,serum,血清,2026-08-07
21414234,service berry,栒子果,2026-08-07
21414235,serving,份,2026-08-07
21414236,sesame,芝麻；胡麻,2026-08-07
21414237,Seville orange,酸橙；苦橙,2026-08-07
21414238,sex hormones,性激素；生殖激素,2026-08-07
21414239,shad,真𬶭属；西鲱属,2026-08-07
21414240,shallot,红葱头,2026-08-07
21414241,shark,鲨鱼,2026-08-07
21414242,sharon fruit,甜柿,2026-08-07
21414243,shashlik,俄罗斯烤肉,2026-08-07
21414244,shawarma,沙威玛,2026-08-07
21414245,shchi,俄罗斯蔬菜汤,2026-08-07
21414246,shea butter,乳木果油,2026-08-07
21414247,shearling,剪过一次毛的羊 {年龄在一岁和两岁之间},2026-08-07
21414248,sheatfish,淡水鲶鱼；欧洲巨鲶,2026-08-07
21414249,sheepshead,羊头鲷属,2026-08-07
21414250,shelf-life,保存期限,2026-08-07
21414251,shellfish,贝类及甲壳类,2026-08-07
21414252,shellfish poisoning,甲壳类中毒; 贝类中毒,2026-08-07
21414253,shepherd's pie,牧羊人派,2026-08-07
21414254,sherbet,雪酪；雪泥,2026-08-07
21414255,sherry,雪莉酒,2026-08-07
21414256,shiga toxin,志贺氏菌毒素,2026-08-07
21414257,Shigella spp.,志贺氏菌属,2026-08-07
21414258,shigellosis,志贺氏杆菌病,2026-08-07
21414259,shirataki,蒟蒻面﹔白泷面,2026-08-07
21414260,shoo-fly pie,飞蝇派,2026-08-07
21414261,short hairpin RNA (shRNA),短发夹状 RNA,2026-08-07
21414262,Short interference RNA (siRNA),小分子干扰核糖核酸,2026-08-07
21414263,shortbread,奶油酥饼,2026-08-07
21414264,shortcake,奶油酥饼,2026-08-07
21414265,shortcrust,酥皮,2026-08-07
21414266,shortening,酥油,2026-08-07
21414267,shoyu,酱油,2026-08-07
21414268,shred,碎片；细片,2026-08-07
21414269,shrimp,虾,2026-08-07
21414270,shrub,灌木,2026-08-07
21414271,sialogogue,催涎药,2026-08-07
21414272,sialorrhoea,流涎症；唾液过多症,2026-08-07
21414273,sian-sianzih,腌渍蛤蜊,2026-08-07
21414274,sibutramine,西布曲明；诺美婷 {食欲抑制剂曾为减肥药},2026-08-07
21414275,Sichuan pepper,花椒,2026-08-07
21414276,sidemeat,边肉,2026-08-07
21414277,siderophilin,运铁蛋白,2026-08-07
21414278,siderosis,铁质沉著病,2026-08-07
21414279,sift,过筛,2026-08-07
21414280,sild,小鲱鱼,2026-08-07
21414281,silica gel,矽胶,2026-08-07
21414282,silicone,矽利康；聚矽氧,2026-08-07
21414283,sillabub,奶酒,2026-08-07
21414284,silvaner,酿酒白葡萄,2026-08-07
21414285,silver,银,2026-08-07
21414286,silver beet,牛皮菜,2026-08-07
21414287,silverside,牛腿肉,2026-08-07
21414288,simmer,焖；炖；煨 {低于沸点烹调},2026-08-07
21414289,simnel cake,杏仁水果蛋糕,2026-08-07
21414290,singe,燎毛,2026-08-07
21414291,Single nucleotide polymorphism(SNP),单核苷酸多型性,2026-08-07
21414292,single-cell oil,单细胞油,2026-08-07
21414293,single-cell protein,单细胞蛋白质,2026-08-07
21414294,sirloin,牛腰肉,2026-08-07
21414295,sitapophasis,厌食症,2026-08-07
21414296,sitomania,贪食症；暴食症,2026-08-07
21414297,sitophobia,畏食；恐食症,2026-08-07
21414298,sitosterol,植物固醇,2026-08-07
21414299,sitosterolaemia,谷甾醇血症；植物固醇血症,2026-08-07
21414300,skate,鲼,2026-08-07
21414301,skillet,平底煎锅,2026-08-07
21414302,skim,浮渣,2026-08-07
21414303,skinfold thickness,皮肤褶层厚度,2026-08-07
21414304,skink,石龙子,2026-08-07
21414305,skirrets,欧亚泽芹,2026-08-07
21414306,skyr,冰岛发酵凝乳,2026-08-07
21414307,slapjack,烙饼,2026-08-07
21414308,sleepy cream,眠乳脂,2026-08-07
21414309,slimming clubs,减肥俱乐部,2026-08-07
21414310,sling,吊索；吊网,2026-08-07
21414311,Small interference RNA (siRNA),小分子干扰核糖核酸,2026-08-07
21414312,smelt,香鱼,2026-08-07
21414313,smilacin,十八碳四烯酸,2026-08-07
21414314,smoke jack,转炙装置,2026-08-07
21414315,smoke point,发烟点；起烟点,2026-08-07
21414316,smoked beef,烟熏牛肉,2026-08-07
21414317,smoking,熏制,2026-08-07
21414318,smooth endoplasmic reticulum,平滑内质网,2026-08-07
21414319,smoothies,冰沙,2026-08-07
21414320,smut,黑穗病,2026-08-07
21414321,snap pea,甜豌豆,2026-08-07
21414322,snapper,鲷鱼,2026-08-07
21414323,snow pea,扁平型豌豆；荷兰豆,2026-08-07
21414324,soapbark,皂树皮,2026-08-07
21414325,soapstock,皂脚,2026-08-07
21414326,soba,荞麦面,2026-08-07
21414327,Socially acceptable monitoring instrument (SAMI),社会可接受的监测工具,2026-08-07
21414328,soda water,苏打水,2026-08-07
21414329,sodium,钠,2026-08-07
21414330,sodium bicarbonate,碳酸氢钠,2026-08-07
21414331,sodium chloride,氯化钠,2026-08-07
21414332,sodium glutamate,麸酸钠,2026-08-07
21414333,sodium nicotinate,烟碱酸钠,2026-08-07
21414334,sodium pump,钠泵,2026-08-07
21414335,Sodium-Glucose Linked Transporter (SGLT),钠-葡萄糖转运蛋白,2026-08-07
21414336,sodium-linked transport,钠偶联转运,2026-08-07
21414337,sodium-potassium ratio,钠钾比,2026-08-07
21414338,soft cheese,软起司；软干酪；软质起司；软质干酪,2026-08-07
21414339,soft drinks,软性饮料；无酒精饮料,2026-08-07
21414340,soft swell,软膨罐,2026-08-07
21414341,sol,溶胶,2026-08-07
21414342,Solanaceae,茄科,2026-08-07
21414343,solanine,龙葵碱；茄碱,2026-08-07
21414344,sole,比目鱼类,2026-08-07
21414345,soluble fiber,可溶性纤维,2026-08-07
21414346,somatostatin,生长素抑制激素,2026-08-07
21414347,somatotrophin,生长激素,2026-08-07
21414348,somen,素面；日式细面,2026-08-07
21414349,sorbestrin,山梨糖醇脂肪酸酯,2026-08-07
21414350,sorbet,雪酪,2026-08-07
21414351,sorbic acid,山梨酸,2026-08-07
21414352,sorbitan esters,山梨醇酯,2026-08-07
21414353,sorbitol,山梨醇,2026-08-07
21414354,sorghum,高梁；蜀黍,2026-08-07
21414355,sorghum beer,高粱啤酒,2026-08-07
21414356,sorghum syrup,高粱糖浆,2026-08-07
21414357,sorrel,酸模；酢浆草,2026-08-07
21414358,souchong,小种红茶,2026-08-07
21414359,soufflé,舒芙蕾,2026-08-07
21414360,sourdough,酸面团,2026-08-07
21414361,sourdough bread,酸面包,2026-08-07
21414362,soursop,刺果番荔枝,2026-08-07
21414363,sous vide,舒肥法,2026-08-07
21414364,souse,酱汁；调味料,2026-08-07
21414365,soused herring,腌渍鲱鱼,2026-08-07
21414366,South Beach diet ,南滩饮食法,2026-08-07
21414367,sow thistle,苦苣菜,2026-08-07
21414368,soy sauce,酱油,2026-08-07
21414369,soya,大豆；黄豆,2026-08-07
21414370,soya bean,大豆；黄豆,2026-08-07
21414371,soybean curd,豆腐,2026-08-07
21414372,soybean flour,大豆粉,2026-08-07
21414373,soybean milk,豆乳,2026-08-07
21414374,spaghetti,义大利细面,2026-08-07
21414375,spaghetti squash,金丝瓜,2026-08-07
21414376,Spam,午餐肉,2026-08-07
21414377,Spans,山梨醇酯,2026-08-07
21414378,spareribs,排骨,2026-08-07
21414379,sparkling wine,气泡酒,2026-08-07
21414380,spastic colon ,肠躁症,2026-08-07
21414381,spatchcock,展平烤鸡,2026-08-07
21414382,spätzle,德式面疙瘩,2026-08-07
21414383,spearmint,绿薄荷,2026-08-07
21414384,specific dynamic action,餐后代谢特定动力作用,2026-08-07
21414385,specific gravity,比重,2026-08-07
21414386,specific heat,比热,2026-08-07
21414387,spelt,斯佩尔特小麦；原生小麦,2026-08-07
21414388,spent wash,酒馏残液；底锅水,2026-08-07
21414389,spent  wash,酒馏残液；底锅水,2026-08-07
21414390,sphingolipid,神经鞘脂,2026-08-07
21414391,sphingomyelin,鞘磷脂；神经鞘磷脂,2026-08-07
21414392,sphingosine,神经胺醇,2026-08-07
21414393,sphygmomanometer,血压计,2026-08-07
21414394,spices,香料,2026-08-07
21414395,spickgans,熏制鹅胸肉,2026-08-07
21414396,spina bifida,脊柱裂,2026-08-07
21414397,spinach,菠菜,2026-08-07
21414398,spinach beet,菾菜；叶甜菜,2026-08-07
21414399,spinach mustard,小松菜；日本油菜,2026-08-07
21414400,spirits,烈酒；蒸馏酒,2026-08-07
21414401,spirometer,肺活量计,2026-08-07
21414402,Spirulina,螺旋藻,2026-08-07
21414403,spit,烤叉,2026-08-07
21414404,spitchcock,烤鳗,2026-08-07
21414405,spleen,脾；脾脏,2026-08-07
21414406,sprat,圆腹鲱,2026-08-07
21414407,spray drying,喷雾干燥,2026-08-07
21414408,spring greens,春绿甘蓝,2026-08-07
21414409,spring onion,春葱；青葱；葱,2026-08-07
21414410,spring rolls,春卷,2026-08-07
21414411,sprouted peas,豌豆苗,2026-08-07
21414412,sprouting broccoli,青花菜,2026-08-07
21414413,sprouts,豆芽,2026-08-07
21414414,spruce beer,云杉啤酒,2026-08-07
21414415,sprue,腹泻,2026-08-07
21414416,squab,乳鸽,2026-08-07
21414417,squalene,鲨烯,2026-08-07
21414418,squash,南瓜；西葫芦；压碎；压挤；加糖柑橘果汁；果泥；菜泥,2026-08-07
21414419,squid,鱿鱼,2026-08-07
21414420,St Anthony's fire,圣安东尼火症；麦角中毒,2026-08-07
21414421,stabilizer,稳定剂,2026-08-07
21414422,stachyose,水苏糖,2026-08-07
21414423,stachys,水苏属,2026-08-07
21414424,stackburn,积热罐烧,2026-08-07
21414425,stadiometer,测高计,2026-08-07
21414426,staling,老化,2026-08-07
21414427,stamp-and-go,炸咸鱼饼,2026-08-07
21414428,Standard error of the mean (SEM),平均值标准误差,2026-08-07
21414429,stanol,甾烷醇,2026-08-07
21414430,Staphylococcus spp.,葡萄球菌属,2026-08-07
21414431,staple food,主食；主粮,2026-08-07
21414432,star anise,大茴香；八角茴香,2026-08-07
21414433,star apple,牛奶果,2026-08-07
21414434,star fruit,杨桃,2026-08-07
21414435,starch,淀粉,2026-08-07
21414436,starch blockers,淀粉阻断剂,2026-08-07
21414437,starch equivalent,淀粉当量,2026-08-07
21414438,starch syrup,淀粉糖浆,2026-08-07
21414439,starch-reduced bread,低淀粉面包,2026-08-07
21414440,starter,菌元,2026-08-07
21414441,statins,斯他汀,2026-08-07
21414442,Statistical Division of the UN Food and Agriculture Organization (FAOSTAT),联合国粮农组织统计局,2026-08-07
21414443,steak,牛排；肉排；鱼排,2026-08-07
21414444,steam baking,蒸烤,2026-08-07
21414445,steam distillation,蒸汽蒸馏,2026-08-07
21414446,steaming,蒸汽处理,2026-08-07
21414447,stearic acid,硬脂酸；十八酸,2026-08-07
21414448,stearidonic acid,硬脂四烯酸；亚麻油酸,2026-08-07
21414449,stearin,硬脂；硬脂酸甘油；十八酸丙三酯,2026-08-07
21414450,stearyl citrate,硬脂醇柠檬酸酯,2026-08-07
21414451,steatopygia,脂肪臀,2026-08-07
21414452,steatorrhoea,脂肪泻,2026-08-07
21414453,steatosis,皮脂腺病；脂肪变性,2026-08-07
21414454,steep,浸；泡；浸液,2026-08-07
21414455,steer,小公牛；阉公牛,2026-08-07
21414456,stercobilin,粪胆素,2026-08-07
21414457,stercolith,粪石,2026-08-07
21414458,stereo-isomerism,立体异构现象；立体异构性,2026-08-07
21414459,sterigmatocystin,黄霉毒素,2026-08-07
21414460,sterile,灭菌的；无菌的,2026-08-07
21414461,steroids,类固醇,2026-08-07
21414462,sterols,固醇类,2026-08-07
21414463,stevia leaves,甜菊叶,2026-08-07
21414464,stevioside,甜菊糖,2026-08-07
21414465,stew,炖；炖锅；炖菜,2026-08-07
21414466,stewing,炖,2026-08-07
21414467,stickwater,浓稠鱼汁,2026-08-07
21414468,stigmasterol,豆固醇,2026-08-07
21414469,stilboestrol,己烯雌酚,2026-08-07
21414470,stiparogenic,易便秘食物,2026-08-07
21414471,stiparolytic,缓解便秘食物,2026-08-07
21414472,stir fry,翻炒；快炒,2026-08-07
21414473,stirabout,燕麦粥；玉米粥,2026-08-07
21414474,stock,基料；汤料；家畜；存货,2026-08-07
21414475,stock cubes,汤料块,2026-08-07
21414476,stocker cattle,肥育牛,2026-08-07
21414477,stockfish,淡鱼干,2026-08-07
21414478,stollen,水果面包,2026-08-07
21414479,stomacher,铁胃,2026-08-07
21414480,stork process,斯脱克灭菌法,2026-08-07
21414481,stout,粗大的,2026-08-07
21414482,strain,菌株；品系；应变,2026-08-07
21414483,stratified analysis,分层分析,2026-08-07
21414484,straw potatoes,马铃薯丝,2026-08-07
21414485,strawberry,草莓,2026-08-07
21414486,strawberry tomato,灯笼草,2026-08-07
21414487,strawberry tree,杨梅；树梅,2026-08-07
21414488,streptococcal poisoning,链球菌中毒,2026-08-07
21414489,Streptococcus thermophilus,嗜热性链球菌；嗜热链球菌,2026-08-07
21414490,streptozotocin,链佐霉素,2026-08-07
21414491,string bean,四季豆；敏豆,2026-08-07
21414492,stroke,中风,2026-08-07
21414493,strudel,薄馅饼,2026-08-07
21414494,struvite,玻状晶粒,2026-08-07
21414495,stuffing,填充；填料,2026-08-07
21414496,stunting,发育迟缓,2026-08-07
21414497,sturgeon,鲟类,2026-08-07
21414498,suan-tsai,酸菜,2026-08-07
21414499,sublimation,升华,2026-08-07
21414500,submucosal plexus,黏膜下神经丛,2026-08-07
21414501,substantial equivalence,实质等同,2026-08-07
21414502,substrate,受质；基质,2026-08-07
21414503,subtilin,枯草菌素,2026-08-07
21414504,succory,菊苣,2026-08-07
21414505,succotash,沙可达玉米粥,2026-08-07
21414506,succus entericus,肠液,2026-08-07
21414507,sucking pig,乳猪,2026-08-07
21414508,sucralose,蔗糖素 {代糖},2026-08-07
21414509,sucrase,蔗糖酶,2026-08-07
21414510,sucroesters,蔗糖酯,2026-08-07
21414511,sucroglycerides,蔗糖甘油酯,2026-08-07
21414512,sucrol,甜精；甘素；甜味剂,2026-08-07
21414513,sucrose,蔗糖,2026-08-07
21414514,sucrose distearate,蔗糖二硬脂酸酯,2026-08-07
21414515,sucrose esters,蔗糖酯,2026-08-07
21414516,sucrose intolerance,蔗糖不耐症,2026-08-07
21414517,sucrose monostearate,蔗糖单硬脂酸酯,2026-08-07
21414518,sucrose polyesters,蔗糖聚酯,2026-08-07
21414519,Sudan gum,苏丹胶,2026-08-07
21414520,Sudan potato,苏丹马铃薯,2026-08-07
21414521,suet,牛脂；羊脂,2026-08-07
21414522,sufu,豆腐乳,2026-08-07
21414523,sugar,糖,2026-08-07
21414524,sugar alcohols,糖醇,2026-08-07
21414525,sugar apple,释迦,2026-08-07
21414526,sugar beet,甜菜；菾菜；糖用甜菜,2026-08-07
21414527,sugar cane,甘蔗,2026-08-07
21414528,sugar confectionery,糖果,2026-08-07
21414529,sugar doctor,糖结晶抑制剂,2026-08-07
21414530,sugar palm,糖棕；糖椰,2026-08-07
21414531,sugar pea,甜豆；大粒豌豆,2026-08-07
21414532,sugar tolerance,耐糖性；糖耐量,2026-08-07
21414533,sugaring,糖渍；制糖,2026-08-07
21414534,sulphate,硫酸盐,2026-08-07
21414535,sulphite,亚硫酸盐,2026-08-07
21414536,sulphonylureas,磺脲类药物 {一类口服降血糖药},2026-08-07
21414537,sulphur,硫,2026-08-07
21414538,sulphur amino acid,含硫胺基酸,2026-08-07
21414539,sulphur dioxide,二氧化硫,2026-08-07
21414540,sulphuring,硫熏；硫化处理；二氧化硫处理,2026-08-07
21414541,sumac,漆树,2026-08-07
21414542,summer sausage,烟熏干硬香肠,2026-08-07
21414543,sunchoke,菊芋；菊姜,2026-08-07
21414544,sundae,圣代；圣代杯,2026-08-07
21414545,sunfish,翻车鱼；黑鲈,2026-08-07
21414546,sunflower,向日葵；葵花,2026-08-07
21414547,sunlight flavour,光氧化气味,2026-08-07
21414548,superchill,超冷,2026-08-07
21414549,supercooling,过冷,2026-08-07
21414550,superglycerinated fats,超甘油化脂肪,2026-08-07
21414551,superoxide dismutase,超氧化物歧化酶,2026-08-07
21414552,suprarenal glands,肾上腺,2026-08-07
21414553,surface area,表面积,2026-08-07
21414554,surfactants,界面活性剂,2026-08-07
21414555,surimi,鱼浆,2026-08-07
21414556,susceptibility alleles,易感基因,2026-08-07
21414557,susceptor plates,感应加热板,2026-08-07
21414558,sushi,寿司,2026-08-07
21414559,swede,瑞典芜菁,2026-08-07
21414560,sweet lime,甜莱姆,2026-08-07
21414561,sweet potato,甘𫉄；番薯；地瓜,2026-08-07
21414562,sweetbread,仔畜胸腺；胰脏,2026-08-07
21414563,sweetcorn,甜玉米,2026-08-07
21414564,sweetened milk,加糖乳,2026-08-07
21414565,sweetener,甜味剂,2026-08-07
21414566,sweetness,甜味；甜度；甜味物,2026-08-07
21414567,sweetsop,番荔枝；释迦,2026-08-07
21414568,Swiss cheese,瑞士起司；瑞士干酪；硬起司；硬干酪；硬质起司；硬质干酪,2026-08-07
21414569,Swiss roll,瑞士卷,2026-08-07
21414570,swordfish,剑旗鱼；旗鱼,2026-08-07
21414571,synbiotics,共生元,2026-08-07
21414572,syneresis,离水现象,2026-08-07
21414573,synsepalum,神秘果,2026-08-07
21414574,synthetic cream,合成乳脂,2026-08-07
21414575,synthetic flavour,合成香料,2026-08-07
21414576,synthetic sweetener,合成甜味剂,2026-08-07
21414577,syrup,糖浆,2026-08-07
21414578,tabasco,鸟椒,2026-08-07
21414579,table d'hôte,套餐,2026-08-07
21414580,table sauce,佐餐酱,2026-08-07
21414581,tachycardia,速脉；心搏过速,2026-08-07
21414582,tachyphagia,快速吞食；吞食过快,2026-08-07
21414583,taco,塔可,2026-08-07
21414584,taeniasis,绦虫病,2026-08-07
21414585,taffy,太妃糖,2026-08-07
21414586,tafia,次级兰酒,2026-08-07
21414587,tagatose,塔格糖,2026-08-07
21414588,tagliatelle,宽扁义大利面,2026-08-07
