ID,英文名稱,中文名稱,圖片,備註,更新日期
2712632,method of diagnosis,诊断法,,nan,2016-10-04
2712633,method of discussion,讨论法,,nan,2016-10-04
2712634,method of dramatic expression,戏剧表演法,,nan,2016-10-04
2712635,method of instruction,教学法,,nan,2016-10-04
2712636,method of lecture,讲演法,,nan,2016-10-04
2712637,method of positive and negative cases,正反例证法,,nan,2016-10-04
2712638,method of recitation,背诵法,,nan,2016-10-04
2712639,method of rediscovery,再发现法,,nan,2016-10-04
2712640,method of right and wrong cases,正误例证法,,nan,2016-10-04
2712641,method of self-activity,自行活动教学法,,nan,2016-10-04
2712642,method of teaching,教学法,,nan,2016-10-04
2712643,method of telling,讲述法,,nan,2016-10-04
2712644,method of trial and error,尝试错误法,,nan,2016-10-04
2712645,method of verification,证明法,,nan,2016-10-04
2712646,methodology,方法论,,nan,2016-10-04
2712647,method-whole of teaching,教学单元,,nan,2016-10-04
2712648,middle and long range school development plan,中长程校务发展计划,,nan,2016-10-04
2712649,middle school,中间学校；中学,,nan,2016-10-04
2712650,middle way class,资源式中途班,,nan,2016-10-04
2712651,middle way educational placement,中介安置教育措施,,nan,2016-10-04
2712652,middle way school,中途学校,,nan,2016-10-04
2712653,mid-point,中点,,nan,2016-10-04
2712654,militarism,军国主义；黩武思想；军国民主义,,nan,2016-10-04
2712655,military academy,军事学院,,nan,2016-10-04
2712656,military education,军事教育,,nan,2016-10-04
2712657,military school,军事学校,,nan,2016-10-04
2712658,military training,军事训练,,nan,2016-10-04
2712659,military training camp,军事训练营,,nan,2016-10-04
2712660,Millennium Learning Foundation,千禧年学习基金会 {英},,英国教育学,2016-10-04
2712661,mind,心；心理；精神,,nan,2016-10-04
2712662,mind training,心智训练,,nan,2016-10-04
2712663,mining education,矿业教育,,nan,2016-10-04
2712664,Minister for School Standards,学校成就标准司司长 {英},,英国教育学,2016-10-04
2712665,minister of education,教育部长,,nan,2016-10-04
2712666,ministry of education,教育部,,nan,2016-10-04
2712667,minor,辅系；辅修,,nan,2016-10-04
2712668,mirror drawing,镜描,,nan,2016-10-04
2712669,Mission school,教会学校,,nan,2016-10-04
2712670,Missionary education,教会教育,,nan,2016-10-04
2712671,mixed-ability grouping,常态编班；混合能力编班,,nan,2016-10-04
2712672,mnemonic system,记忆术,,nan,2016-10-04
2712673,mnemonics,记忆术,,nan,2016-10-04
2712674,mobilization of esprit de corps,精神动员,,nan,2016-10-04
2712675,Mock examination,模拟考试,,nan,2016-10-04
2712676,mode,众数,,nan,2016-10-04
2712677,model lesson,模范课,,nan,2016-10-04
2712678,model of teaching,教学模式,,nan,2016-10-04
2712679,model school,模范学校,,nan,2016-10-04
2712680,modern languages,现代语文；现代外语,,nan,2016-10-04
2712681,Modern School,现代中学 {英},,英国教育学,2016-10-04
2712682,Mohammedan education,回教教育；伊斯兰教育,,nan,2016-10-04
2712683,monastery school,修道院学校,,nan,2016-10-04
2712684,monastic education,修道院教育,,nan,2016-10-04
2712685,monastic school,修道院学校,,nan,2016-10-04
2712686,monitor,导生 {英},,英国教育学,2016-10-04
2712687,monitor school,导生学校,,nan,2016-10-04
2712688,monitorial system,导生制 {史},,nan,2016-10-04
2712689,monitorial-group plan,导生分组制,,nan,2016-10-04
2712690,month of filial piety education,教孝月,,nan,2016-10-04
2712691,moonlight school,夜校 {英},,英国教育学,2016-10-04
2712692,moral education,道德教育,,nan,2016-10-04
2712693,moral instruction,道德教学,,nan,2016-10-04
2712694,morale,士气,,nan,2016-10-04
2712695,morality,道德,,nan,2016-10-04
2712696,morning exercise,朝会,,nan,2016-10-04
2712697,moron,上愚,,nan,2016-10-04
2712698,mortar-board,学位帽,,nan,2016-10-04
2712699,mother language,母语,,nan,2016-10-04
2712700,mother tongue,母语,,nan,2016-10-04
2712701,mothercraft,母道；母仪,,nan,2016-10-04
2712702,mothers' meeting,母姊会,,nan,2016-10-04
2712703,motivation,动机,,nan,2016-10-04
2712704,motivism,动机说,,nan,2016-10-04
2712705,motor reaction,动作反应,,nan,2016-10-04
2712706,motor sense,运动感觉,,nan,2016-10-04
2712707,moving school,移动学校 {美},,nan,2016-10-04
2712708,multicultural education,多元文化教育,,nan,2016-10-04
2712709,multiculture,多元文化,,nan,2016-10-04
2712710,multiple entrance program,多元入学方案,,nan,2016-10-04
2712711,multiple impairments,多重障碍,,nan,2016-10-04
2712712,multiple personality,多重人格,,nan,2016-10-04
2712713,multiple response type,复选式,,nan,2016-10-04
2712714,multiple-choice test,选择题,,nan,2016-10-04
2712715,multiplication table,乘法表,,nan,2016-10-04
2712716,muscular sensation,肌肉感觉,,nan,2016-10-04
2712717,music conservatory,音乐学校；音乐厅,,nan,2016-10-04
2712718,music education,音乐教育,,nan,2016-10-04
2712719,music school,音乐学校,,nan,2016-10-04
2712720,mutual system,相互教学制,,nan,2016-10-04
2712721,naming and shaming,指名羞辱 {英},,英国教育学,2016-10-04
2712722,nascent period,发育期,,nan,2016-10-04
2712723,National Association of Advisors for Computers in Education {=NAACE},国家电脑资讯教育辅导委员会 {英},,英国教育学,2016-10-04
2712724,National Association of Head Teachers {=NAHT},全国[中小学]校长协会 {英},,英国教育学,2016-10-04
2712725,National Association of Schoolmasters Union of Women Teachers {=NASUWT},全国校长协会/女性教师工会联盟 {英},,英国教育学,2016-10-04
2712726,National Audit Office {=NAO},国家审计局 {英},,英国教育学,2016-10-04
2712727,National Certificate,国家证书 {英},,英国教育学,2016-10-04
2712728,national chair professors,国家讲座,,nan,2016-10-04
2712729,national chair professorship,国家讲座,,nan,2016-10-04
2712730,National College for School Leadership,校长学院 {英},,英国教育学,2016-10-04
2712731,National Confederation of Parent Teacher Associations {=NCPTA},全国亲师协会联盟 {英},,英国教育学,2016-10-04
2712732,National Council for Educational Technology {=NCET},国家教育科技委员会 {英},,英国教育学,2016-10-04
2712733,National Council for One Parent Families,全国单亲家庭协会 {英},,英国教育学,2016-10-04
2712734,National Council for Vocational Qualifications {=NCVQ},全国技职证照委员会{英},,英国教育学,2016-10-04
2712735,National Curriculum,国定课程 {英},,英国教育学,2016-10-04
2712736,National Curriculum Council {=NCC},国定课程委员会 {英},,英国教育学,2016-10-04
2712737,National Curriculum Test,国定课程学力测验 {英},,英国教育学,2016-10-04
2712738,National Curriculum Test - Key Stage 1,国定课程学力测验-第一关键阶段考试{英},,英国教育学,2016-10-04
2712739,National Curriculum test - Key Stage 2,国定课程学力测验-第二关键阶段考试{英},,英国教育学,2016-10-04
2712740,National Curriculum test - Key Stage 3,国定课程学力测验-第三关键阶段考试{英},,英国教育学,2016-10-04
2712741,national education,国家教育；民族教育,,nan,2016-10-04
2712742,National Education Multimedia Awards {=NEMA},全国教育多媒体竞赛奖 {英},,英国教育学,2016-10-04
2712743,National Employers' Organisation for School Teachers,全国教师聘雇组织 {英},,英国教育学,2016-10-04
2712744,National Governors' Council,全国校管会委员联合会 {英},,英国教育学,2016-10-04
2712745,National Grid for Learning,全国学习高速网 {英},,英国教育学,2016-10-04
2712746,National Institute of Adult Continuing Education,国家成人继续教育学院 {英},,英国教育学,2016-10-04
2712747,national literacy strategy,全国识字策略 {英},,英国教育学,2016-10-04
2712748,National Parents' Council,全国家长委员会 {英},,英国教育学,2016-10-04
2712749,National Professional Qualification for Headship {=NPQH},校长专业资格国家证书 {英},,英国教育学,2016-10-04
2712750,national scholarship,国家奖学金,,nan,2016-10-04
2712751,national teachers' association,全国教师会,,nan,2016-10-04
2712752,national textbook,国定教科书,,nan,2016-10-04
2712753,National Union of Students {=NUS},全国学生会 {英},,英国教育学,2016-10-04
2712754,National Union of Teachers {=NUT},全国教师会 {英},,英国教育学,2016-10-04
2712755,National Vocational Qualifications {=NVQ},国家技职证照 {英},,英国教育学,2016-10-04
2712756,National Year of Reading,全国读书年 {英},,英国教育学,2016-10-04
2712757,nationalism,民族主义,,nan,2016-10-04
2712758,nationalistic education,民族主义教育,,nan,2016-10-04
2712759,native characteristic,天赋特征,,nan,2016-10-04
2712760,native knowledge,本土知识,,nan,2016-10-04
2712761,nativism,先天说,,nan,2016-10-04
2712762,natural punishment,自然惩罚,,nan,2016-10-04
2712763,natural tendency,自然趋势,,nan,2016-10-04
2712764,naturalism,自然主义,,nan,2016-10-04
2712765,naturalistic education,自然主义教育,,nan,2016-10-04
2712766,nautical education,航海教育；海事教育,,nan,2016-10-04
2712767,naval education,海军教育,,nan,2016-10-04
2712768,negative adaptation,消极适应,,nan,2016-10-04
2712769,negative discipline,消极训练,,nan,2016-10-04
2712770,negative education,消极教育,,nan,2016-10-04
2712771,neohumanism,新人本主义；新人文主义,,nan,2016-10-04
2712772,nervous system,神经系统,,nan,2016-10-04
2712773,nervous temperament,忧郁质,,nan,2016-10-04
2712774,nervousness,神经质,,nan,2016-10-04
2712775,Net Days,网路日 {英},,英国教育学,2016-10-04
2712776,neurology,神经学,,nan,2016-10-04
2712777,neuron,神经原,,nan,2016-10-04
2712778,neuropathology,神经病理学,,nan,2016-10-04
2712779,New Deal,新政策；新措施 {英},,英国教育学,2016-10-04
2712780,New education,新教育,,nan,2016-10-04
2712781,newer civic university,新公民大学,,nan,2016-10-04
2712782,night school,夜校,,nan,2016-10-04
2712783,night school for adult,成人夜校,,nan,2016-10-04
2712784,non-classified school,不分级学校 {义},,nan,2016-10-04
2712785,non-governmental organization {=NGO},民间团体,,nan,2016-10-04
2712786,non-language test,非语文测验,,nan,2016-10-04
2712787,non-maintained school,非政府资助学校 {英},,英国教育学,2016-10-04
2712788,non-maintained special school {=NMSS},非政府资助特教学校 {英},,英国教育学,2016-10-04
2712789,nonprofit of organization of culture and education,民间非营利文教团体,,nan,2016-10-04
2712790,non-provided school,私立学校 {日},,nan,2016-10-04
2712791,non-resident student,走读生；通学生,,nan,2016-10-04
2712792,non-school days,非正规学制时间,,nan,2016-10-04
2712793,non-selective school,入学不筛选的学校 {英},,英国教育学,2016-10-04
2712794,nonsense syllables,无意义音节,,nan,2016-10-04
2712795,non-verbal test,非语文测验,,nan,2016-10-04
2712796,non-voluntary attention,非有意的注意,,nan,2016-10-04
2712797,norm,常模,,nan,2016-10-04
2712798,normal child,常态儿童,,nan,2016-10-04
2712799,normal class grouping,常态编班,,nan,2016-10-04
2712800,normal curve,常态曲线,,nan,2016-10-04
2712801,normal distribution,常态分配,,nan,2016-10-04
2712802,normal education,师范教育,,nan,2016-10-04
2712803,normal school,师范学校,,nan,2016-10-04
2712804,normal surface of distribution,常态面积分配,,nan,2016-10-04
2712805,normative science,规范科学,,nan,2016-10-04
2712806,North Denver Plan,北达文制,,nan,2016-10-04
2712807,Northern Examinations and Assessment Board {=NEAB},北英格兰考试评量局 {英},,英国教育学,2016-10-04
2712808,Northern Ireland Higher Education Funding Council {=NIHEFC},北爱尔兰高等教育拨款委员会 {英},,英国教育学,2016-10-04
2712809,notebook method,札记法,,nan,2016-10-04
2712810,novice,新生；一年级学生；新手,,nan,2016-10-04
2712811,nunnery school,修女学校,,nan,2016-10-04
2712812,nursery,育婴院；育儿室；托儿所,,nan,2016-10-04
2712813,nursery class,小学幼儿班 {英},,英国教育学,2016-10-04
2712814,nursery school,幼儿园；保育学校{英},,英国教育学,2016-10-04
2712815,nursery tale,童话,,nan,2016-10-04
2712816,nursing high schools,护校,,nan,2016-10-04
2712817,nursing teacher,护理教师,,nan,2016-10-04
2712818,nurture,养育,,nan,2016-10-04
2712819,nutrition,营养；营养学,,nan,2016-10-04
2712820,nutrition class,营养班,,nan,2016-10-04
2712821,nutrition education,营养教育,,nan,2016-10-04
2712822,object lesson,实物教学,,nan,2016-10-04
2712823,object teaching,实物教学,,nan,2016-10-04
2712824,objective examination,客观测验,,nan,2016-10-04
2712825,observation and learning activities,观摩活动,,nan,2016-10-04
2712826,observation method,观察法,,nan,2016-10-04
2712827,occupation,职业,,nan,2016-10-04
2712828,occupational test,职业测验,,nan,2016-10-04
2712829,occupational training,职业训练,,nan,2016-10-04
2712830,off-campus internship,校外实习,,nan,2016-10-04
2712831,off-campus learning achievements,校外学习成就,,nan,2016-10-04
2712832,Office for Standards in Education {=OFSTED},教育标准局 {英},,英国教育学,2016-10-04
2712833,office of education,教育局 {美},,nan,2016-10-04
2712834,Office of Her Majesty's Chief Inspector of Schools in Wales,威尔斯皇家督学处 {英},,英国教育学,2016-10-04
2712835,Office of Science and Technology,科学与技术处 {英},,英国教育学,2016-10-04
2712836,official textbooks,部编本教科书,,nan,2016-10-04
2712837,Older Civic University,旧公民大学 {英},,英国教育学,2016-10-04
2712838,olfactory sensation,嗅觉,,nan,2016-10-04
2712839,Olympian,奥林匹克运动会；奥运,,nan,2016-10-04
2712840,Olympic,奥林匹克运动会；奥运,,nan,2016-10-04
2712841,Olympic games,奥林匹克运动会；奥运,,nan,2016-10-04
2712842,one class school,单班学校,,nan,2016-10-04
2712843,one room school,单班学校,,nan,2016-10-04
2712844,one teacher school,单班学校,,nan,2016-10-04
2712845,one-group method,单组法,,nan,2016-10-04
2712846,Open University {=OU},开放大学；空中大学 {英},,英国教育学,2016-10-04
2712847,open-air school,露天学校,,nan,2016-10-04
2712848,open-all-hours schools,全日制学校 {英},,英国教育学,2016-10-04
2712849,open-ended learning,开放式学习 {英},,英国教育学,2016-10-04
2712850,opposite test,对比测验,,nan,2016-10-04
2712851,optional subject,选习科,,nan,2016-10-04
2712852,oral arithmetic,口算,,nan,2016-10-04
2712853,oral composition,口述作文,,nan,2016-10-04
2712854,oral expression,口语表达,,nan,2016-10-04
2712855,oral instruction,口授,,nan,2016-10-04
2712856,oral reading,朗诵,,nan,2016-10-04
2712857,oral report method,口头报告法,,nan,2016-10-04
2712858,oral teaching,口授,,nan,2016-10-04
2712859,oration,演讲；辩论术,,nan,2016-10-04
2712860,oratorial contest,演说竞赛,,nan,2016-10-04
2712861,organic sensation,机体觉,,nan,2016-10-04
2712862,organization chart,组织架构；组织图表,,nan,2016-10-04
2712863,Organization for Economic Cooperation and Development {=OECD},经济合作暨开发组织,,nan,2016-10-04
2712864,organization of overseas Chinese education,华侨教育团体,,nan,2016-10-04
2712865,organization restructuring,组织再造,,nan,2016-10-04
2712866,organized play,团体游戏,,nan,2016-10-04
2712867,orientation course,新生训练；导入课程,,nan,2016-10-04
2712868,original nature,本性,,nan,2016-10-04
2712869,originality,原创性,,nan,2016-10-04
2712870,orphan asylum,孤儿院,,nan,2016-10-04
2712871,orphan school,孤儿院,,nan,2016-10-04
2712872,other significant handicaps,其他显著障碍,,nan,2016-10-04
2712873,other special talents,其他特殊才能,,nan,2016-10-04
2712874,out-door sport,户外运动,,nan,2016-10-04
2712875,out-door study,户外作业,,nan,2016-10-04
2712876,out-door work,户外作业,,nan,2016-10-04
2712877,over learning,过度学习,,nan,2016-10-04
2712878,over-age child,逾龄儿童,,nan,2016-10-04
2712879,overgrown child,过度生长儿童,,nan,2016-10-04
2712880,overseas Chinese education,华侨教育,,nan,2016-10-04
2712881,overseas Chinese students,华裔学生；侨生,,nan,2016-10-04
2712882,overseas education,海外教育,,nan,2016-10-04
2712883,overseas education service,海外教育服务,,nan,2016-10-04
2712884,overseas study,海外留学,,nan,2016-10-04
2712885,overseas study and study tour service,留游学服务业,,nan,2016-10-04
2712886,overseas study group,游学团,,nan,2016-10-04
2712887,overseas study tour,海外游学,,nan,2016-10-04
2712888,overseas Taipei school,海外台北学校,,nan,2016-10-04
2712889,overseas training,海外研修,,nan,2016-10-04
2712890,overseas university,国外大学,,nan,2016-10-04
2712891,overtime pay,超支钟点费,,nan,2016-10-04
2712892,paedology,儿童学,,nan,2016-10-04
2712893,paideutics,教育学,,nan,2016-10-04
2712894,paidology,儿童学,,nan,2016-10-04
2712895,pain sensation,痛觉,,nan,2016-10-04
2712896,Palace school,宫廷学校,,nan,2016-10-04
2712897,parental education,亲职教育,,nan,2016-10-04
2712898,parental right for school involvement,家长参与教育事务,,nan,2016-10-04
2712899,parent-teacher association,亲师会,,nan,2016-10-04
2712900,parish school,教区学校,,nan,2016-10-04
2712901,Parliamentary Undersecretary,次长 {英},,英国教育学,2016-10-04
2712902,parochial school,教区学校,,nan,2016-10-04
2712903,part learning method,部分学习法,,nan,2016-10-04
2712904,part method,部分学习法,,nan,2016-10-04
2712905,part time job for study,工读,,nan,2016-10-04
2712906,partial correlation,偏相关；净相关,,nan,2016-10-04
2712907,part-time education,部分时制教育,,nan,2016-10-04
2712908,part-time job,兼职,,nan,2016-10-04
2712909,part-time position,兼任,,nan,2016-10-04
2712910,part-time student,部分时制[学]生 {英},,英国教育学,2016-10-04
2712911,part-time teacher,兼任教师,,nan,2016-10-04
2712912,part-time teaching,兼课,,nan,2016-10-04
2712913,passive attention,被动注意,,nan,2016-10-04
2712914,patriotism,爱国主义；爱国情操,,nan,2016-10-04
2712915,pauper school,贫民学校,,nan,2016-10-04
2712916,pay for part-time teaching,兼课钟点费,,nan,2016-10-04
2712917,payment of academic research,学术研究费,,nan,2016-10-04
2712918,peasant school,农民学校,,nan,2016-10-04
2712919,pedagogical academy,教育学院 {德},,nan,2016-10-04
2712920,pedagogical diagnosis,教育诊断,,nan,2016-10-04
2712921,pedagogical institute,教育研究所 {德},,nan,2016-10-04
2712922,pedagogical library,教育图书馆,,nan,2016-10-04
2712923,pedagogical pathology,教育病理学,,nan,2016-10-04
2712924,pedagogics,教育学,,nan,2016-10-04
2712925,pedagogue,教仆 {古希腊}；教育学者,,nan,2016-10-04
2712926,pedagogy,教育学,,nan,2016-10-04
2712927,pedagogy seminary,教育研讨室,,nan,2016-10-04
2712928,Peer Project,同侪方案 {英},,英国教育学,2016-10-04
2712929,peer tutor,同侪指导员,,nan,2016-10-04
2712930,peer-coaching,同侪教练,,nan,2016-10-04
2712931,penalty,惩罚,,nan,2016-10-04
2712932,penalty schedule,罚则,,nan,2016-10-04
2712933,pension,养老金；退休金,,nan,2016-10-04
2712934,pentathlon,五项运动 {奥运比赛项目},,nan,2016-10-04
2712935,people's college,人民学院,,nan,2016-10-04
2712936,people's education,大众教育；平民教育,,nan,2016-10-04
2712937,people's high school,民间中学；人民高中；民众高等学校{丹麦},,nan,2016-10-04
2712938,percentile,百分位数,,nan,2016-10-04
2712939,percentile scale,百分量表,,nan,2016-10-04
2712940,perception,知觉,,nan,2016-10-04
2712941,performance evaluation,成绩考查；成绩考核,,nan,2016-10-04
2712942,period of puberty,青春期,,nan,2016-10-04
2712943,peripatetic teacher,巡回教师 {英},,英国教育学,2016-10-04
2712944,permanent certificate,终身证书,,nan,2016-10-04
2712945,per-pupil cost,每生单位成本,,nan,2016-10-04
2712946,personal and social education,生活伦理道德教育,,nan,2016-10-04
2712947,personal initiative,个人创动,,nan,2016-10-04
2712948,personal pedagogy,人格教育学,,nan,2016-10-04
2712949,personalism,人格主义,,nan,2016-10-04
2712950,personality,人格,,nan,2016-10-04
2712951,personality test,人格测验,,nan,2016-10-04
2712952,personal-related factor,个人因素,,nan,2016-10-04
2712953,phantasy,幻想,,nan,2016-10-04
2712954,pharmaceutical education,药学教育；药物教育,,nan,2016-10-04
2712955,philanthropic education,泛爱主义教育,,nan,2016-10-04
2712956,philanthropic school,泛爱学校,,nan,2016-10-04
2712957,philanthropism,泛爱主义,,nan,2016-10-04
2712958,philosophical pedagogy,哲学的教育学,,nan,2016-10-04
2712959,philosophy of education,教育哲学,,nan,2016-10-04
2712960,phlegmatic temperament,黏液质,,nan,2016-10-04
2712961,phonetic method,自然发音法,,nan,2016-10-04
2712962,physical age,身体年龄,,nan,2016-10-04
2712963,physical culture,体育,,nan,2016-10-04
2712964,physical education,体育,,nan,2016-10-04
2712965,physical education school,体育学校,,nan,2016-10-04
2712966,physical examination,身体检查；体格检查,,nan,2016-10-04
2712967,physical exercise,运动,,nan,2016-10-04
2712968,physical handicaps,肢体障碍,,nan,2016-10-04
2712969,physical test,体能测验,,nan,2016-10-04
2712970,physical training,体格训练；体能训练,,nan,2016-10-04
2712971,physiological age,生理年龄,,nan,2016-10-04
2712972,physiological limit,生理极限,,nan,2016-10-04
2712973,physiological psychology,生理心理学,,nan,2016-10-04
2712974,pictorial method,图示教学法,,nan,2016-10-04
2712975,picture completion test,图画完成测验,,nan,2016-10-04
2712976,picture gallery,照片廊；图像画廊,,nan,2016-10-04
2712977,picture method,图示教学法,,nan,2016-10-04
2712978,pietism,虔敬主义,,nan,2016-10-04
2712979,placement,安置 {辅导},,nan,2016-10-04
2712980,placement examination,就业考试；安置考试,,nan,2016-10-04
2712981,planning committee,规划委员会,,nan,2016-10-04
2712982,plasticity,可塑性,,nan,2016-10-04
2712983,plateau of learningning,学习高原,,nan,2016-10-04
2712984,play centre,学校游戏中心,,nan,2016-10-04
2712985,play garden,学校游戏场,,nan,2016-10-04
2712986,play method,游戏法,,nan,2016-10-04
2712987,playground,游戏场,,nan,2016-10-04
2712988,playroom,游戏室,,nan,2016-10-04
2712989,play-theory,游戏理论,,nan,2016-10-04
2712990,plaything,玩具,,nan,2016-10-04
2712991,point,学分；分数；绩点,,nan,2016-10-04
2712992,point scale,等级尺度；绩点量表,,nan,2016-10-04
2712993,point system,绩点制,,nan,2016-10-04
2712994,police education,警察教育,,nan,2016-10-04
2712995,policy of overseas Chinese education,侨教政策,,nan,2016-10-04
2712996,political education,政治教育,,nan,2016-10-04
2712997,Polytechnic College,多元技术学院 {英},,英国教育学,2016-10-04
2712998,polytechnic school,多元技术学校,,nan,2016-10-04
2712999,Polytechnics and Colleges Funding Council {=PCFC},多元技术学院与一般学院拨款委员会 {英},,英国教育学,2016-10-04
2713000,popular education,大众教育,,nan,2016-10-04
2713001,popular lecture,通俗讲演,,nan,2016-10-04
2713002,Portland Plan,波特兰制 {美},,nan,2016-10-04
2713003,positions in educational administration,教育行政职务,,nan,2016-10-04
2713004,positive education,积极教育,,nan,2016-10-04
2713005,possibility of education,教育可能性,,nan,2016-10-04
2713006,Postgraduate Certificate of Education (PGCE),学士后教育文凭 {英},,英国教育学,2016-10-04
2713007,Postgraduate Certificate of Education Conversion {=PGCE Conversion},学士后教育文凭第二专长课程 {英},,英国教育学,2016-10-04
2713008,post-graduate school,研究所,,nan,2016-10-04
2713009,post-graduate student,研究生,,nan,2016-10-04
2713010,postgraduate teacher education program,学士后教育学分班,,nan,2016-10-04
2713011,poverty school,贫民学校,,nan,2016-10-04
2713012,practice,实习；练习,,nan,2016-10-04
2713013,practice curve,练习曲线,,nan,2016-10-04
2713014,practice lesson,实习课；练习课,,nan,2016-10-04
2713015,practice limit,练习极限,,nan,2016-10-04
2713016,practice method,练习法,,nan,2016-10-04
2713017,practice teacher,实习教师,,nan,2016-10-04
2713018,practice teaching,教学实习,,nan,2016-10-04
2713019,practice test,实作测验,,nan,2016-10-04
2713020,pragmatism,实用主义,,nan,2016-10-04
2713021,precept,教规；训诫,,nan,2016-10-04
2713022,preceptor,指导教师,,nan,2016-10-04
2713023,preceptor system,导师制,,nan,2016-10-04
2713024,precocious child,早熟儿童,,nan,2016-10-04
2713025,precocity,早熟,,nan,2016-10-04
2713026,prefect,班长；监督生；长官,,nan,2016-10-04
2713027,preliminary education,预备教育,,nan,2016-10-04
2713028,preliminary examination,预试,,nan,2016-10-04
2713029,preliminary review,预审,,nan,2016-10-04
2713030,premature child,早熟儿童,,nan,2016-10-04
2713031,prematurity,早熟,,nan,2016-10-04
2713032,preparation theory,预备说,,nan,2016-10-04
2713033,preparatory department,预科,,nan,2016-10-04
2713034,preparatory school,预备学校 {英},,英国教育学,2016-10-04
2713035,preprofessional education,专业预备教育,,nan,2016-10-04
2713036,prepubescence,前青春期,,nan,2016-10-04
2713037,preschool child,学前儿童,,nan,2016-10-04
2713038,preschool education,学前教育,,nan,2016-10-04
2713039,preschool special education facilities,学前特殊教育设施,,nan,2016-10-04
2713040,prescribed course,指定科目,,nan,2016-10-04
2713041,presentative instruction,发表教学,,nan,2016-10-04
2713042,preservice teacher education,职前教育,,nan,2016-10-04
2713043,president,大学校长,,nan,2016-10-04
2713044,President Educational Award,总统教育奖,,nan,2016-10-04
2713045,prevention guideline or preventional guideline,防治准则,,nan,2016-10-04
2713046,primary education,小学教育；初等教育,,nan,2016-10-04
2713047,primary learning,主学习,,nan,2016-10-04
2713048,primary school,小学,,nan,2016-10-04
2713049,Primary School Performance Table,小学绩效排行榜 {英},,英国教育学,2016-10-04
2713050,primary subject,小学学科,,nan,2016-10-04
2713051,primer,初级读本,,nan,2016-10-04
2713052,primitive education,初民教育,,nan,2016-10-04
2713053,principal,中小学校长,,nan,2016-10-04
2713054,principle,原理；原则,,nan,2016-10-04
2713055,principle of belonging,相属原则,,nan,2016-10-04
2713056,prison school,监狱学校,,nan,2016-10-04
2713057,private instructor,家庭教师,,nan,2016-10-04
2713058,private school,私立学校；私校,,nan,2016-10-04
2713059,private teacher,家庭教师,,nan,2016-10-04
2713060,probable error,机误,,nan,2016-10-04
2713061,probation,试用,,nan,2016-10-04
2713062,probationary certificate,试用证明,,nan,2016-10-04
2713063,probationary teacher,试用教师,,nan,2016-10-04
2713064,probationary year,试用年,,nan,2016-10-04
2713065,probationer,实习生；实习牧师,,nan,2016-10-04
2713066,problem box,难题箱,,nan,2016-10-04
2713067,problem child,问题儿童,,nan,2016-10-04
2713068,problem method,问题法,,nan,2016-10-04
2713069,proctor,学监,,nan,2016-10-04
2713070,prodigy,天才,,nan,2016-10-04
2713071,product moment correlation,积差相关,,nan,2016-10-04
2713072,productive education,生产教育,,nan,2016-10-04
2713073,profession of teaching,教学专业,,nan,2016-10-04
2713074,Professional / Middle management,专业级 / 中等管理级 {英},,英国教育学,2016-10-04
2713075,professional academic association,学术专业团体,,nan,2016-10-04
2713076,professional assistant,专业助理 {英},,英国教育学,2016-10-04
2713077,professional autonomy,专业自主权,,nan,2016-10-04
2713078,Professional Certificate of Education {=PGCE},学士后教育文凭 {英},,英国教育学,2016-10-04
2713079,professional curriculum,专业课程,,nan,2016-10-04
2713080,Professional Development Award {=PDA},专业发展资格颁授 {英},,英国教育学,2016-10-04
2713081,professional education,专业教育,,nan,2016-10-04
2713082,professional ethics,专业道德；专业伦理[学],,nan,2016-10-04
2713083,professional examination,专业考试,,nan,2016-10-04
2713084,professional interpreter,翻译专业人才,,nan,2016-10-04
2713085,professional school,专业学校,,nan,2016-10-04
2713086,professional training,专业训练,,nan,2016-10-04
2713087,professionals of social education institutes,社会教育机构专业人员,,nan,2016-10-04
2713088,professor,教授,,nan,2016-10-04
2713089,professorial chair,讲座教授,,nan,2016-10-04
2713090,Profiles of Higher Education Institutions,高等教育机构简 {英},,英国教育学,2016-10-04
2713091,program for children with foreign parent,外籍配偶子女教育,,nan,2016-10-04
2713092,"Program of Integrative System for Instruction, Discipline and Guidance",教训辅三合一方案,,nan,2016-10-04
2713093,program of international graduate student,国际研究生学程,,nan,2016-10-04
2713094,program of studies,课程表,,nan,2016-10-04
2713095,programme,日课表,,nan,2016-10-04
2713096,progress test,进步测验,,nan,2016-10-04
2713097,progressive education,进步主义教育,,nan,2016-10-04
2713098,project,计划专案,,nan,2016-10-04
2713099,project curriculum,方案课程,,nan,2016-10-04
2713100,project method of teaching,设计教学法,,nan,2016-10-04
2713101,project problem method,设计问题法,,nan,2016-10-04
2713102,project supervision group,专案督导小组,,nan,2016-10-04
2713103,project teaching method,设计教学法,,nan,2016-10-04
2713104,promotion,升级；升等,,nan,2016-10-04
2713105,promotion examination,升等考试,,nan,2016-10-04
2713106,prospectus,学校指南 {英},,英国教育学,2016-10-04
2713107,Protestant school,新教学校,,nan,2016-10-04
2713108,pro-vice chancellor,副校长 {英},,英国教育学,2016-10-04
2713109,provided school,公立小学{英},,英国教育学,2016-10-04
2713110,provincial university,地方大学 {英},,英国教育学,2016-10-04
2713111,provost,教务长 {美}；院长 {英},,英国教育学,2016-10-04
2713112,psychiatry,精神病学,,nan,2016-10-04
