ID,英文詞彙,中文詞彙,更新日期
21378721,alpine touring,登山滑雪,
21378722,aluminum baton,铝制接力棒,
21378723,anatomical  snuffbox ,解剖位置,
21378724,anchor man,最后一棒运动员,
21378725,ancient pentathlon,古代五项,
21378726,and one ,进球加罚,
21378727,anger golf,天使小型高尔夫球运动,
21378728,ankle braces,脚踝护具,
21378729,ankle breaker,脚踝终结者｛球类技术｝,
21378730,ankle sprain  ,脚踝扭伤,
21378731,annulment of a shot ,无效弹,
21378732,antalgic gait ,疼痛步态,
21378733,anterior ,前方的,
21378734,anterior cruciate ligaments ,前十字韧带,
21378735,apine skiing,高山滑雪,
21378736,appeal form(AP),上诉表,
21378737,appeals against ,上诉抗议,
21378738,appearance(APP),出场,
21378739,archer,射箭手,
21378740,archery competition,射箭比赛,
21378741,archery range,射箭场,
21378742,archery stance,射箭姿势,
21378743,archery trainer,射箭训练师,
21378744,area association,洲际运动总会,
21378745,arm high sidesroke ,一臂高出水的侧球 ,
21378746,armguard,护臂,
21378747,arms and shoulders  ,挥杆时肩和臂的恊调动作,
21378748,arm's length,手臂长度,
21378749,arrow count,箭数,
21378750,arrow drift,箭矢偏移,
21378751,arrow rest,箭台,
21378752,arrow speed,箭速,
21378753,arrow weight,箭矢重量,
21378754,articulation  ,关节,
21378755,assistant chief referee,副裁判长,
21378756,assisting position,助攻位置,
21378757,assists(AST),助攻次数,
21378758,assist-to-turnover ratio,助攻失误比,
21378759,At Bats Against(AB),打数,
21378760,atep back jump shot,后撤步跳投,
21378761,athlete assistant,选手助理,
21378762,athlete lounge,运动员休息室,
21378763,athlete of the year,年度运动员,
21378764,athlete quota,运动员名额,
21378765,attack into tempo ,即时进攻 ,
21378766,attack zone,攻击区,
21378767,attacker,攻击者,
21378768,attacking game ,进攻型打法 ,
21378769,attacking the zone ,破区域联防,
21378770,audio and video technicians,影音技术人员,
21378771,authoritative passing ,有自信传球 ,
21378772,avascular  ,缺血的,
21378773,award ceremony,颁奖典礼,
21378774,away end,冰道尾端{冰壶},
21378775,bablind shot ,不看球门射门,
21378776,back board,背板,
21378777,back court pressure ,后场紧逼 ,
21378778,back hand lift ,反手起球 ,
21378779,back house weight,得分区后半部力道{冰壶},
21378780,back line,底线,
21378781,back off  ,后撤,
21378782,back pass ,回传,
21378783,back passes,回传,
21378784,back shoot ,向后射门 ,
21378785,back swing   ,向后上挥杆,
21378786,back throw ,向后掷球,
21378787,backdoor-cut,开后门,
21378788,backhand handling,反手接球,
21378789,backhand job,反手吊球 ,
21378790,backhand passing ,反手传球,
21378791,back-line weight,底线力道{冰壶},
21378792,backside 180,内跳转,
21378793,backspin,背转,
21378794,backward C-cuts,向后 C 切,
21378795,backward crossover,后交叉,
21378796,backward gliding on one-foot,单脚向后滑行,
21378797,backward push and glide,向后推滑,
21378798,backward skating,向后滑,
21378799,backward striding,向后跨步,
21378800,backward V-stop,向后V型停止,
21378801,backwards skating,向后滑行,
21378802,balk(BK),投手犯规,
21378803,ball above stance  ,球高于站位,
21378804,ball below the stance  ,球低于站位,
21378805,ball coming (call),球到你的区域{喊},
21378806,ball handling ,持球 ,
21378807,ball in (call),球到你的区域{喊},
21378808,ball on down slope  ,斜下坡球,
21378809,ball on up slope  ,斜上坡球,
21378810,ball side positioning,球同侧占位 ,
21378811,ball under ,球入水 ,
21378812,ball-hog,球霸,
21378813,base on balls(BB),四坏球,
21378814,baseball  finger ,棒球指,
21378815,baseball pass  ,正手传球 ,
21378816,baseball throw  ,手掷球,
21378817,basketball rotation ,篮球旋转,
21378818,bat shot ,快拍速射,
21378819,bath ,球场,
21378820,bathing suit bottom,泳衣下著,
21378821,bathing suit top,泳衣上衣,
21378822,batting average(AVG),打击率,
21378823,battle drills ,对抗演练,
21378824,bb – base on balls(BB),四坏球保送,
21378825,b-boy,跳霹雳舞的男孩,
21378826,bearing,轴承,
21378827,beating the ball   ,击球,
21378828,bellymill,腹部转风车,
21378829,benches area,球员席,
21378830,best performace,最佳成绩,
21378831,b-girl,跳霹雳舞的女孩,
21378832,biathlon,冬季二项,
21378833,biofeedback ,生物回馈,
21378834,bite,抄袭；强后旋球,
21378835,biter,边缘壶{冰壶},
21378836,blank end,空局{冰壶},
21378837,blind hole,见不到旗杆的洞；盲洞,
21378838,blind side drives,从对方不注意的一侧射门,
21378839,block press ,堵位紧逼 ,
21378840,blocks(BS),火锅次数,
21378841,blooper ,出错 ,
21378842,blow up,爆招,
21378843,blown saves(BSV),救援失败,
21378844,boardshort,冲浪裤,
21378845,boardslide,卡板身,
21378846,body,身{霹雳舞},
21378847,body position,身体姿势,
21378848,bodyboard,趴板,
21378849,bona fide participation,善良参与,
21378850,bonspiel,冰壶比赛,
21378851,border area,边区,
21378852,bottom  bracket,中轴,
21378853,bounce off ,弹出,
21378854,boundary lines,边界线,
21378855,boundary wall,界墙,
21378856,bowstring material,弓弦材质,
21378857,bowstring tension,弓弦张力,
21378858,girl feed {call},女性做球{喊},
21378859,brace up  ,紧握球杆,
21378860,brakeLevers,刹车,
21378861,break club  ,防碍球的障碍物,
21378862,break dance,霹雳舞,
21378863,break-boy,跳霹雳舞的男孩,
21378864,breaker,跳霹雳舞的人,
21378865,break-girl,跳霹雳舞的女孩,
21378866,breaking,霹雳舞,
21378867,breaking ball side  ,球同侧突破 ,
21378868,bridge box,桥架盒,
21378869,bridge legs,桥架脚,
21378870,bridges,桥架,
21378871,brone medal,铜牌,
21378872,brush ,冰刷,
21378873,brush head,冰刷头,
21378874,bucket ,投中得分,
21378875,buffer zone (BZ),缓冲区,
21378876,bullseye,靶心,
21378877,bumper,背板,
21378878,bunt out,短打出局,
21378879,burned,输家个人或团体,
21378880,burned stone,碰触犯规{冰壶},
21378881,bursa ,粘液囊,
21378882,business affairs delegate(BADS),商业事务代表,
21378883,button,中心孔；圆心孔{冰壶},
21378884,buzzer,蜂鸣器,
21378885,caddy for competitor,参赛者助手,
21378886,call for start,起跑通知,
21378887,call to line,呼叫到达射击位置,
21378888,candidacy rules,选举规则,
21378889,captain,队长,
21378890,carpal tunnel  syndrome  ,腕隧道症候群,
21378891,carry ,球的飞行距离,
21378892,carry over   ,平杆后的加赛,
21378893,carrying the ball ,持球推进,
21378894,cassette,飞轮；后齿轮,
21378895,casual water ,临时出现的聚水区,
21378896,catch the ball ,接门球,
21378897,catching the wave,追浪,
21378898,caught stealing(CS),盗垒失败,
21378899,cement track ,水泥跑道,
21378900,center draw,中区旋进{冰壶},
21378901,center forward offense ,中锋进攻,
21378902,center of playfield,中场{水球},
21378903,center player,中锋;5号位置球员,
21378904,centre circle,中场圈,
21378905,ceramic ,陶瓷珠轴承,
21378906,cervical nerve  injury  ,颈神经伤害,
21378907,chain fracture ,断链,
21378908,chain guard ,链罩,
21378909,change  over ,攻防转换,
21378910,change gear  ,变速,
21378911,change zones,改变区域{攻守交换},
21378912,change-over between medal matches,奖牌争夺赛之间的换场,
21378913,charging the ball,带球撞人,
21378914,chase race ,追逐赛,
21378915,chief gate judge ,水门主裁判,
21378916,chief lap scorer,记圈长,
21378917,chief of track,赛道主任,
21378918,chief time keeper ,计时组主任,
21378919,chief timekeeper,计时长 ,
21378920,chief transponder timing judge,计时裁判长,
21378921,Chinese Taipei Curling Federation,中华民国冰石壶协会,
21378922,Chinese Taipei Kabaddi  Federation,中华民国卡巴廸运动协会,
21378923,Chinese Taipei Korfball Association,中华民国合球协会,
21378924,Chinese Taipei Luge Association（CTLA),中华民国雪橇协会,
21378925,Chinese Taipei Ski Association,中华民国滑雪协会,
21378926,chip in,近洞边推入,
21378927,chip shot  ,短推入洞,
21378928,chiropractor,手疗师,
21378929,chronic  injury,慢性伤害,
21378930,circumduetion ,绕环运动,
21378931,clasic technique,传统式技巧,
21378932,classic formate,经典赛制,
21378933,cleared,试跳成功,
21378934,clearing the water,水面净空,
21378935,clenched  fist ,紧握拳头,
21378936,climbing technique,爬坡技巧,
21378937,closd  kinetic  chain{=CKC},闭锁式动力链运动,
21378938,close and spread ,逐步拉开传球,
21378939,close lie ,球停在 硬地上,
21378940,close look at the swing   ,挥杆后续动作恊调一致,
21378941,close race ,秘密的竞赛,
21378942,club face  ,球杆头击球面,
21378943,collect position,接球位置,
21378944,combined,跑射联项,
21378945,combined events,全能项目,
21378946,commencing,起跳高度,
21378947,commentary information system,评论资料系统,
21378948,commentator,播报员,
21378949,compact  Bunch ,密集群,
21378950,competing under protest,赛中抗议,
21378951,competition award,比赛奖项,
21378952,competition data processing,竞赛资料处理,
21378953,competition equipment,竞赛设备,
21378954,competition regulation,竞赛规程,
21378955,competition venue,比赛场地,
21378956,complete game(CG),完投,
21378957,compressing the zon,压迫对方的区域联防,
21378958,concave,脚窝,
21378959,concrete track ,混泥土跑道,
21378960,confined event ,秘密的竞赛,
21378961,conseil internationale du sport militaire ,国际军事体育联合会 ,
21378962,constant movement ,连续移动,
21378963,contest director,赛事总监,
21378964,contest singlet,比赛背心,
21378965,contestable surf conditions,可竞赛冲浪情况,
21378966,contractions  ,对称性的,
21378967,control  two yard man ,箝制中锋,
21378968,contusion  ,撞挫伤,
21378969,corks crew  ,泼人,
21378970,corner boards ,角板,
21378971,corner draw,边区旋进{冰壶},
21378972,corner man ,边锋,
21378973,cornering,转弯技巧,
21378974,costochodral  sprain  ,肋软骨拉伤,
21378975,courtesy line,礼仪线{冰壶},
21378976,crading  of ball ,把球兜住,
21378977,cranks,曲柄,
21378978,crash,失误,
21378979,crazy commandos(CC),疯狂交换,
21378980,creativity,创造性,
21378981,crew,霹雳舞团体,
21378982,crickets,蛙转,
21378983,criss-crossing offensive,交叉攻击,
21378984,cross country marathon,马拉松式越野赛,
21378985,cross country running,越野跑,
21378986,cross over ,交叉裺护,
21378987,cross whee,横切反拉转身传球,
21378988,cross wind form left,利用左斜风击球,
21378989,cross wind from right ,利用右斜风击球,
21378990,cross-checking,横杆推撞,
21378991,cross-country skiing,越野滑雪,
21378992,crossfire,误射靶,
21378993,crossover extension,交叉延伸,
21378994,crossover legs ,脚后交叉,
21378995,crossovers,交叉;剪式,
21378996,curling,冰石壶；冰壶,
21378997,curling under  ,打左旋球,
21378998,curvatures of spins ,脊柱弯曲,
21378999,cushion,避震器,
21379000,cut off ,堵住,
21379001,cut the feed,切断传球,
21379002,cut under,并肩时潜水抢前位{水球},
21379003,cut up  ,打高球,
21379004,cutting,切断,
21379005,dark  blue flag ,深蓝色旗,
21379006,dark room drill ,暗房练习,
21379007,death overtime,骤死赛,
21379008,deck,滑板板面,
21379009,dedouble elimination,双重淘汰制,
21379010,default,弃权,
21379011,defence zone,防守区,
21379012,defended position,防守位置,
21379013,defender,防守者,
21379014,defensive efficiency,防守效率,
21379015,delayed penalty,延迟罚球,
21379016,delaying play,延迟比赛,
21379017,delivering end,投掷端,
21379018,delivering stick,壶杆,
21379019,delivering team,投掷队,
21379020,delivery,投掷,
21379021,deltoid degagement  ,三角韧带,
21379022,devot   ,球在小坑,
21379023,diagonal techniques,交替滑行,
21379024,dimensions of spikes,鞋钉尺寸,
21379025,disc-brake,碟刹,
21379026,dislocation  ,脱臼,
21379027,displaced stone,移位壶,
21379028,disproportionate  movement  ,不合理动作,
21379029,disqualification for unsportsmanlike behavior(DQB),因违反运动精神之行为的取消资格,
21379030,distal ,远端的,
21379031,division,项目,
21379032,do or die raid,第三波进攻,
21379033,dorsiflexion ,背屈,
21379034,dorsum ,背面,
21379035,double banks,双比赛场地,
21379036,double poling techniques,双杖推撑滑行,
21379037,double take-out,一个石壶击中两个石壶使其出局,
21379038,double-double,双十(篮球),
21379039,Doubles Allowed(2B),二垒安打,
21379040,doubles sled,双人雪橇,
21379041,double-team ,包夹防守 ,
21379042,doubling,包夹,
21379043,downhill,下坡赛,
21379044,downhill techniques,下坡技巧,
21379045,Draw Shot Challenge (DSC),平局排名{冰壶},
21379046,draw weight,精准力道{冰壶},
21379047,dress code ,穿著规定,
21379048,dress code enforcement procedure,服装规定执法程序,
21379049,dress/advertising code violation warning(DC),违反衣著/广告规定警告用表,
21379050,dribble option ,有选择的运球,
21379051,dribble out the time ,运球消耗时间,
21379052,drive and kick,带球突破并传球,
21379053,drive in shot ,切入射门,
21379054,drop back dry reception ,空中接球,
21379055,droppted baton,掉棒,
21379056,dynamic collect,动态接球;动态做球,
21379057,earned run average(ERA),自责分率/防御率,
21379058,easy basket,轻松得分,
21379059,edd wall,池壁虎,
21379060,edge control,冰刀控制,
21379061,edge work,刀刃动作,
21379062,egg beater kick ,搅蛋式踩水,
21379063,elboe freeze,肘定,
21379064,elbow  backward ,用肘向后顶人,
21379065,elbow airflare,肘撑大风车,
21379066,electric épée,电子锐剑,
21379067,electronic hog line device,电子犯规线装置{冰壶},
21379068,elevation adjustment,高低修正,
21379069,eligibility rules,资格条款,
21379070,end,轮次{射箭},
21379071,end boards ,端板,
21379072,endlines,端线,
21379073,entre line,中线,
21379074,entry fee,报名费,
21379075,entry rules,报名规范,
21379076,entry-exit,进出技术,
21379077,épée fencing,锐剑,
21379078,epieondylitis  ,上踝炎,
21379079,equestrian show jumping,马术,
21379080,equipment control card,装备检查卡,
21379081,equipment control jury,装备检查审判委员,
21379082,er – earned runs(ER),投手自责失分,
21379083,EST scoring protests,电子计分靶系统计分抗议,
21379084,EST technical officer ,电子计分靶技术员,
21379085,euro step,欧洲步,
21379086,event presentation manager,赛事展演经理,
21379087,eversion ,外翻,
21379088,excessive passing,过度传球,
21379089,exostosis ,骨刺,
21379090,extension of time,延长时间,
21379091,extensor hood ,肌腱共同体,
21379092,extra end,平手而增加新的一局,
21379093,extrinsic muscle ,外部肌肉,
21379094,faceoff circle,争球圈,
21379095,faceoff spot,争球点,
21379096,fadeaway shot,后仰跳投,
21379097,failure to participate,缺席比赛；禁赛,
21379098,failure to report to the call room,检录未到,
21379099,fake shot ,假射,
21379100,false information,虚假资料,
21379101,false start dectection system,起跑犯规监测系统,
21379102,fast break points,快攻得分,
21379103,feed,喂球;喂球者;传球者,
21379104,feed position,喂球位置,
21379105,fiberglass,玻璃纤维,
21379106,field events coaches,田赛教练,
21379107,field events referee,田赛裁判,
21379108,field goal,投篮得分,
21379109,field goals made-attempted(FGM-A),出手命中数,
21379110,field lighting,场地照明,
21379111,field manager,场地管理员,
21379112,field markings,场地标志,
21379113,field regulations,比赛场地规范,
21379114,FIL Luge World Championships,世界雪橇锦标赛,
21379115,fin,舵,
21379116,final signal,结束讯号,
21379117,finish is clear,终点准备完成,
21379118,finish leader,终点裁判{雪橇},
21379119,finish recorder,终点记录员,
21379120,firearm malfunctions,枪枝故障,
21379121,firing point,射击位置,
21379122,first player,第一棒,
21379123,first-aid room,急救室,
21379124,flag raising ceremony,升旗仪式,
21379125,fletching,箭羽,
21379126,float,漂浮动作,
21379127,floater ,抛投,
21379128,fly Outs(FO),高飞球出局,
21379129,following wind,顺风,
21379130,forehand handling,正手接球,
21379131,forehand passing,正手传球,
21379132,forerunner,测试滑行者,
21379133,forfeited game,被没收的比赛,
21379134,forgo,免跳{跳高},
21379135,fork,前避震；前叉,
21379136,forward crossover,前交叉,
21379137,forward skating,前滑,
21379138,forward stride,前跨步,
21379139,foul substitution,替补犯规,
21379140,four cross,四人下坡赛,
21379141,fourth player,第四棒,
21379142,frameset,车架,
21379143,free guard zone(FGZ),防守区{冰壶},
21379144,free pass,罚球；自由球,
21379145,free pass area ,罚球区,
21379146,free surfing,自由冲浪,
21379147,free technique,自由式技巧,
21379148,free throw circle,罚球圈,
21379149,free throw line ,罚球线,
21379150,free throws made-attempted(FTM-A),罚球命中数,
21379151,freestyle skiing,自由式滑雪,
21379152,freeze,定点{格},
21379153,froat crowl position  ,俯卧姿势,
21379154,front  backward  shot ,正面反手射门,
21379155,front blinder,前遮罩,
21379156,front bridges,前桥,
21379157,front house weight,得分区前半部力道{冰壶},
21379158,frontside 180,外跳转,
21379159,full court ,全场,
21379160,full court press  ,全场紧逼,
21379161,full ice ,全冰场,
21379162,full screw ,转体,
21379163,full time ,全场时间,
21379164,fully automatic timing  and photo finish system,全自动计时及终点摄影系统,
21379165,function firing range,功能靶场,
21379166,game started(GS),先发,
21379167,games finished(GF),救援次数,
21379168,games in relief(GIR),中继次数,
21379169,gap time,间隔时间,
21379170,get by ,过人,
21379171,glide wax,滑行蜡,
21379172,glide zone,滑行区,
21379173,gliding,滑行,
21379174,go ahead by one lap,超越一圈,
21379175,goal area line,球门区线,
21379176,goal block,抓手封球,
21379177,goal keeper   ,守门员,
21379178,goal post,球门柱,
21379179,goal referee  ,监门员,
21379180,goal scorer ,监门员,
21379181,goal-keeper's restraining line,守门员限制线,
21379182,gold medal,金牌,
21379183,golden goal,黄金进球,
21379184,got collect (call),进攻召唤{喊},
21379185,grab,抓手,
21379186,grab the rebound,抢到篮板球,
21379187,graphics,板面上的图案,
21379188,grasp and pick up,抓手起手球,
21379189,grease one's body  ,用油擦身{水球犯规},
21379190,Greek péntathlon ,希腊五项{古代另称},
21379191,green card,绿卡{警告},
21379192,grind,辗磨,
21379193,grip wax,抓地蜡,
21379194,griptape,砂纸,
21379195,groin strain  ,鼠蹊部拉伤,
21379196,groomed slope,整备过的坡道,
21379197,ground into double play(GDP),双杀打,
21379198,ground outs (GO),滚地球出局,
21379199,guidelines for manual timekeeping,计时手册纲要,
21379200,guity of misconduct  ,非法行为,
21379201,hack,踏板,
21379202,hack line,踏板线,
21379203,hack weight,远端起踏器力道{冰壶},
21379204,hack-a-shaq,骇客战术,
21379205,half back ,中卫球员,
21379206,half ice ,半冰场,
21379207,half screw  ,半转体,
21379208,halo,风车侧头刷,
21379209,hamstrain,腿后肌群拉伤,
21379210,hamstrings  ,腿后肌,
21379211,hand off,持球推人{水球},
21379212,hand signals,手势信号,
21379213,hand timed performances,手动计时赛事,
21379214,handlebar,车把把手,
21379215,head down dribble  ,埋头运球{水球},
21379216,head finish judge,终点主裁判,
21379217,head freeze,头定,
21379218,head judge,裁判长,
21379219,head judge for walking events,竞走裁判长,
21379220,head judges for the jumping events,跳部裁判长,
21379221,head throwing judge,掷部主裁判,
21379222,head up dribble ,抬头运球{水球},
21379223,head up sprint,抬头短冲{水球},
21379224,headspin,头转,
21379225,heelflip,脚跟翻,
21379226,height difference(HD),垂直高度变化,
21379227,height of crossbar,球门横木高度,
21379228,height of hurdles,栏架高度,
21379229,helicoper,直升机,
21379230,hemiated disc ,锥间盘突出,
21379231,herringbone techniques ,爬坡V字技巧,
21379232,hesitate  and go ,虚晃切入过人{水球},
21379233,high ankle sprain ,高踝关节扭伤,
21379234,high elbow  ,高抬肘,
21379235,high house,高靶房{射击},
21379236,high-sticking,高杆攻击,
21379237,hinder an opponent excessively,过度阻碍对手,
21379238,hinder an opponent of the opposite sex in throwing the ball,阻碍异性对手投球,
21379239,hip number,侧贴号码布,
21379240,hip pointer,髋撞伤,
21379241,hips up,臀部高抬起,
21379242,hit and roll,一个石壶将对手的石壶击出得分区,
21379243,hit by pitch(HBP),触身球,
21379244,hits{(H),被安打数,
21379245,hld - hold(HLD),中继成功,
21379246,hog line,前掷线,
21379247,hog line violation,前掷线犯规{冰壶},
21379248,hold an opponent ,抱持对方,
21379249,hold off an opponent,阻止对手,
21379250,holding off,阻止,
21379251,holding the ball ,持球,
21379252,holding the bar ,把持横木{冰壶},
21379253,hole layout shot ,前弯仰卧射门{水球},
21379254,hole man ,固定中锋{水球},
21379255,hole man offence  ,门前中锋战术{水球},
21379256,hole play ,门前中锋战术{水球},
21379257,home end,冰道起始端{冰壶},
21379258,home run(HR),全垒打 ,
21379259,home runs allowed(HR),全垒打 ,
21379260,honorary member,荣誉委员,
21379261,hook pass ,钩手传球,
21379262,host country,主办国,
21379263,house,大本营{计分圈}；靶房{射击},
21379264,hub,花鼓；车轮轴,
21379265,hurry,用力刷{冰壶},
21379266,illegal player ,非法球员,
21379267,imginary  line ,想像线{水球},
21379268,impeding ,阻止对方,
21379269,implements,比赛器材,
21379270,improper cant,进攻口号错误,
21379271,impulse conduction ,神经冲动传导,
21379272,incomplete teams,不完整队伍,
21379273,independent expert,独立检查员,
21379274,indian-step ,印地安步,
21379275,individual skills,个人技术,
21379276,individual sprint competitions,个人冲刺赛,
21379277,inervation  ,支配,
21379278,inner goal-line,球门底线,
21379279,innings pitched(IP),投球局数,
21379280,innominate  bones  ,无名骨,
21379281,insertion ,止点,
21379282,inside mark ,球门前防守{水球},
21379283,inside out,外旋{冰壶},
21379284,inspection of the competition stadium,熟悉场地,
21379285,intercept the pass,拦截传球;截球 ,
21379286,International Federation for Equestrian Sports (FEI),国际马术总会,
21379287,international judge,国际裁判,
21379288,International Korfball Federation(IKF),国际合球联合会,
21379289,International Luge Federation(FIL),国际雪橇总会,
21379290,International Luge Regulation(IRO),国际雪橇规则,
21379291,international road race measurer,国际路跑丈量员,
21379292,International Ski and Snowboard  Federation(FIS),国际滑雪总会,
21379293,international technical officials (ITO),国际技术委员,
21379294,interpretative quality,诠释性,
21379295,interval start competitions,个人计时赛,
21379296,intrinsic  muscle  ,内在肌肉,
21379297,inversion  ,内翻,
21379298,inversion sprain ,内翻扭伤,
21379299,invitation meetings ,邀请赛,
21379300,irregular ball ,违规{水球},
21379301,irregular shot,异常射弹,
21379302,ISA competitor sticker,ISA比赛贴纸,
21379303,ISSF protest form,国际射击联盟抗议表格,
21379304,jamming  ,收缩{水球},
21379305,jet ski,水上摩托车,
21379306,jostle,撞入{田径},
21379307,judging criteria,评判准则,
21379308,jump too soon,跳球太早,
21379309,jumper knee,跳跃膝,
21379310,Junior World Luge Championships(JWLC),世界青少年雪橇锦标赛,
21379311,jury dicision,审判委员判决,
21379312,jury member,仲裁委员会委员,
21379313,jury of appeal dicision,上诉委员决议,
21379314,kabaddi mat,卡巴廸绿波垫,
21379315,keep away  ,拉开{水球},
21379316,keep pressure  constantly     ,连续压迫{水球},
21379317,kick or strike  an opponent  ,踢打对手{水球},
21379318,kick the ball  ,踢球犯规{水球},
21379319,kick zone,蹬踏区,
21379320,kingpin,主钉,
21379321,kneeboard,跪板,
21379322,kneespin,膝盖转,
21379323,korf,球框,
21379324,korfball,合球(球),
21379325,korfball match,合球比赛,
21379326,labelled race,认证赛事,
21379327,laser pistol,雷射枪射击,
21379328,laser precision target  ,雷射靶,
21379329,laser-run,跑步射击,
21379330,last stone draw(LSD),决定后手壶{冰壶},
21379331,late arrival,延迟到达,
21379332,late cant,进攻无口号,
21379333,lateral  ,外侧的,
21379334,lateral  movement ,横移,
21379335,layout pass  ,仰卧传球,
21379336,layout shot ,仰卧射门,
21379337,lead out pass ,第一传,
21379338,league system,积分系统,
21379339,leash,脚绳,
21379340,leather  cased  ball ,皮制球,
21379341,leave the water  ,双方离场,
21379342,leaving the lane,离开跑道,
21379343,left  back  ,左卫,
21379344,left on base(LOB),残垒,
21379345,left-handed deliveries,左手投掷者,
21379346,leg warmers,暖腿套{冰壶},
21379347,legrope,脚绳,
21379348,lift  ,开球,
21379349,ligament ,韧带,
21379350,light barrier,终点线；光栅,
21379351,limbs,弓臂,
21379352,line change ,更换球员,
21379353,line out(LO),强球出局,
21379354,line up,阵容,
21379355,line up of team  ,全队阵容,
21379356,lines of sight,视线距离,
21379357,line-up,等浪点,
21379358,lipslide,卡板侧,
21379359,live result,即时成绩,
21379360,lob pass,高吊传球,
21379361,locker room,更衣室,
21379362,long turn,大回转,
21379363,loop pass ,弧形传球,
21379364,loss (L),败投{棒垒球},
21379365,low house,低靶房{射击},
21379366,low trajectory  ,低弧度球,
21379367,lower leg trauma ,下肢外伤,
21379368,luge,雪橇,
21379369,Luge Continental Cup,洲际杯雪橇锦标赛,
21379370,Luge European Championships,欧洲雪橇锦标赛,
21379371,lunge  block ,跃起封球,
21379372,maglight,镁合金桥体支架,
21379373,main stadium,主场馆,
21379374,major foul  ,严重犯规,
21379375,making the hook ,变向90度,
21379376,man advantage drill ,多打少的练习,
21379377,man to man marking  ,人盯人{水球},
21379378,man up situation  ,多打少局面 ,
21379379,manual,后轮滑行,
21379380,mark the opponent ,封闭对手,
21379381,marker,补靶员,
21379382,marker tape,标示带,
21379383,marshall area,检录处,
21379384,marshalling area,集合区；检录处,
21379385,mascot,吉祥物,
21379386,mass start competitions,集体出发赛,
21379387,masseur,按摩师,
21379388,match of water polo ,水球比赛,
21379389,match time,比赛时间,
21379390,maximum climb(MC),最大爬升,
21379391,measurement  of the goal ,球门尺寸,
21379392,measurement judge,丈量裁判员,
21379393,measuring device,测距装置{冰壶},
21379394,mechanism  of injury  ,伤害机转,
21379395,medal matche,奖牌争夺赛,
21379396,media ,内侧的,
21379397,media ceter,媒体中心,
21379398,medical delegate,医护代表,
21379399,medical examination and assistance,医疗服务,
21379400,meeting direcor ,赛事主任,
21379401,member federation,会员协会,
21379402,meniscl ,半月板,
21379403,meniscus,半月骨,
21379404,midtank ,中路,
21379405,mind,心{霹雳舞},
21379406,minutes(MIN),上场时间,
21379407,mixed curling,混合冰壶,
21379408,mixed double curling,混合双人冰壶,
21379409,mixed gender sport ,男女混合运动,
21379410,mixed marathon race walk relay,混合竞走接力,
21379411,mixed zone,混合区,
21379412,modern pentathlete,现代五项运动员,
21379413,mondotrack,蒙多跑道,
21379414,mongo,用前脚推动板子前进,
21379415,mongo-foot,蒙古脚位{滑板},
21379416,mountain bike,登山车,
21379417,mountain running,山地越野赛,
21379418,movable obstacle ,可移动障碍物,
21379419,move back,机动后冲,
21379420,move ball in and out ,传球进同出,
21379421,moving back ,机动后退,
21379422,moving play ,机动打法,
21379423,moving sideways,横向移动,
21379424,multiple foul,多次犯规,
21379425,multiple free throw,连罚,
21379426,multiple peak situation,多浪头情况,
21379427,musicality,音乐性,
21379428,myositis  ossificans,骨化性肌炎,
21379429,national flag sticker,国旗贴纸,
21379430,national senior championships,国家长青锦标赛,
21379431,nature track,自然滑道,
21379432,nature track sports director,自然滑道运动主任,
21379433,nature track(IRO ),国际自然滑道雪橇规则,
21379434,neutral  throw ,裁判球,
21379435,neutral zone chaos drill ,中立区混乱训练,
21379436,next stoppage ,下一次暂停,
21379437,no breathing ,憋气,
21379438,no-charge semi-circle areas,进攻免责区,
21379439,nock,箭尾,
21379440,no-look pass ,不看传球,
21379441,non passing situation.  ,不适宜传球,
21379442,non-allowable malfunction(NAM),非容许故障,
21379443,non-offending team,未犯规队,
21379444,nordic combined,北欧两项,
21379445,nose guard,板头保护垫,
21379446,nose manual,前轮滑行,
21379447,nose riding,板头驾乘,
21379448,nosegrind,板头卡杆,
21379449,noseslide,卡板头,
21379450,number 3 ball–circumference 59.0 - 60.0 cm,3号球-周长59.0 - 60.0公分,
21379451,number 4 ball–circumference 64.0 - 66.0 cm,4号球-周长64.0 - 66.0公分,
21379452,objection,异议,
21379453,objectionable substance,禁用物品,
21379454,obstacle course,障碍赛场地,
21379455,obstacle course racing,障碍跑竞赛,
21379456,off-ball movement,无球跑动,
21379457,offensive efficiency,进攻效率,
21379458,official championship program,官方锦标赛计划,
21379459,official implements list,合格器材清单,
21379460,official training,正式练习,
21379461,off-piste,出界,
21379462,offset,八字踏步,
21379463,ollie fakie,倒滑豚跳,
21379464,on base agains,被上垒率,
21379465,on base percentage(OBP),上垒率,
21379466,on base plus slugging percentage(OPS),上垒加长打率,
21379467,on fire,手感火热,
21379468,one  hand shoulder shot ,单手肩上射门,
21379469,one foot back ,一人跟在脚后,
21379470,one hand shot ,单手射门,
21379471,one hand underhand pass,单手低手传球,
21379472,one peak situation,单一浪头情况,
21379473,one skate double poling,单蹬冰双杖推撑滑行,
21379474,one two three defence ,1-2-3防守,
21379475,one-leg swipe,单脚跳转,
21379476,one-piece wetsuit,一件式防寒衣,
21379477,open kinetic chain exercise(OKC),开放式动力链运动,
21379478,open range,开放式靶场,
21379479,open water ,露天水面{水球},
21379480,opening,显示区{射击},
