ID,英文詞彙,中文詞彙,更新日期
21399890,impedance spectrum,阻抗谱；阻抗频谱,2026-05-14
21399891,impingement attack,冲击腐蚀,2026-05-14
21399892,implicit probabilism,隐含式机率论,2026-05-14
21399893,impulse front,脉冲面,2026-05-14
21399894,impulsive sphere,脉冲球体,2026-05-14
21399895,inaccessibe region,不可达区；不可及区；难以通行地区,2026-05-14
21399896,incidental injuiry,附带调查；顺便询问,2026-05-14
21399897,inclining experiment error margin,倾侧试验误差裕度,2026-05-14
21399898,incommensurable quality,不可公约性,2026-05-14
21399899,independent event,独立事件,2026-05-14
21399900,independent mine,独雷,2026-05-14
21399901,independent protection layer (IPL),独立保护层,2026-05-14
21399902,induction mine,感应水雷,2026-05-14
21399903,industrial standard,工业标准,2026-05-14
21399904,influence mine,感应水雷,2026-05-14
21399905,information availability,信息可用性,2026-05-14
21399906,inherent strength characteristics,固有强度特性,2026-05-14
21399907,initial distortion,初始畸变,2026-05-14
21399908,initial out-of-plane distortion,初始不平度变形；初始凹凸变形,2026-05-14
21399909,innovative concept design,创新概念设计；创新构想设计,2026-05-14
21399910,insonified area,声音传播区；有声区,2026-05-14
21399911,instrument approach,用仪表降落；靠仪表接近,2026-05-14
21399912,instrumentation electric power,仪表电力,2026-05-14
21399913,insubmersibility,抗沉性；不沉性,2026-05-14
21399914,insurance premium,保险费,2026-05-14
21399915,integrated engineering,整合工程,2026-05-14
21399916,integrated floating dock,组合式浮坞,2026-05-14
21399917,"integrated hull construction, outfitting and painting (IHOP)",壳舾涂一体化,2026-05-14
21399918,integrated logistic support (ILS),整体后勤支援,2026-05-14
21399919,integrated transportation system,整合运输系统,2026-05-14
21399920,integrating and engineering,整合与工程,2026-05-14
21399921,integrating science,整合科学,2026-05-14
21399922,integrity,完整性,2026-05-14
21399923,intelligent strategic navigation,智慧型策略导航,2026-05-14
21399924,intensive production,密集型生产；集约生产,2026-05-14
21399925,intermediate deck,中间甲板,2026-05-14
21399926,intermediate possibilities,中间可能性,2026-05-14
21399927,internal deck load,内部甲板负荷,2026-05-14
21399928,internal or close external blast loading,内部或近距离外部的爆炸负荷；内部或靠近外部的爆炸负荷,2026-05-14
21399929,internal subdivision,内部舱区划分；内部分舱,2026-05-14
21399930,isophthatic polyester resin,间苯二酸聚酯树脂,2026-05-14
21399931,joint probability,联合机率,2026-05-14
21399932,joint signature,联合签署,2026-05-14
21399933,junction dock,连接船坞；{两船坞之间的}中间船坞,2026-05-14
21399934,keel signature,龙骨下物理场讯迹；龙骨下物理场特征,2026-05-14
21399935,key feature,关键特征；关键外形,2026-05-14
21399936,kill-line manifold,压井管汇,2026-05-14
21399937,kind of naval ship,舰种,2026-05-14
21399938,klaxon {claxon},电喇叭；电警笛；警报器,2026-05-14
21399939,knowledge base,知识库,2026-05-14
21399940,labor content,劳务内容；劳动内容,2026-05-14
21399941,labor productivity,劳动生产率,2026-05-14
21399942,lamina {=laminae},薄层；薄板；薄模；{复数}纹层；层理面,2026-05-14
21399943,laminate,薄板；积层板；薄包片,2026-05-14
21399944,laminate property,积层性质,2026-05-14
21399945,land mine,地雷,2026-05-14
21399946,landing platform dock,舰坞平台登陆舰,2026-05-14
21399947,landing ship dock (LSD),两栖船坞运输舰；船尾吊驳母船；船坞登陆舰,2026-05-14
21399948,LARGE {=large} navigation age,大航海年代{以罗远{Loran}、自动操舵仪{Autopilot}、雷达{Radar}、电罗经{Gyrocompass}及回声测深仪{Echosounder}作为航仪的航海年代},2026-05-14
21399949,large bore emergency blowing system,大孔径应急排水系统,2026-05-14
21399950,large deck opening,大型甲板开口,2026-05-14
21399951,large deflection effect,大变形效应,2026-05-14
21399952,large hole,大型孔洞；大型孔口,2026-05-14
21399953,large object volume,大件物品体积,2026-05-14
21399954,laser derusting,雷射除锈,2026-05-14
21399955,latin hypercube sampling,拉丁超立方抽样法；拉丁超立方体抽样,2026-05-14
21399956,lattice mast,桁格桅；格架桅,2026-05-14
21399957,launching dock,下水坞,2026-05-14
21399958,launching load,下水负荷,2026-05-14
21399959,law of crack propagation,裂纹扩展定律,2026-05-14
21399960,layer of protection analysis (LOPA),保护层分析法,2026-05-14
21399961,layered yield criterion,分层降伏准则,2026-05-14
21399962,lead ship authorization,首舰授权；首舰建造核准；首舰建造授权,2026-05-14
21399963,less stiff beam,低刚度梁,2026-05-14
21399964,level ice,平坦海冰,2026-05-14
21399965,life cycle growth,寿期成长；使用期限增长,2026-05-14
21399966,life profile of naval ship,舰船寿命历程；舰船寿命概况,2026-05-14
21399967,life-cycle return,生命周期回报,2026-05-14
21399968,lift state,举升状态；升力状态,2026-05-14
21399969,lifting load,吊升负荷,2026-05-14
21399970,lifting state,吊升状态,2026-05-14
21399971,lighting system,照明系统,2026-05-14
21399972,lightly loaded structure,轻载结构,2026-05-14
21399973,lightning diverter,避雷针；避雷器,2026-05-14
21399974,lignin,木质素；木质层,2026-05-14
21399975,likely damaged waterline,可能破损水线,2026-05-14
21399976,limpet mine,吸附雷；帽贝雷；䗩雷；附著水雷{由潜水蛙人置于敌舰舰体上者},2026-05-14
21399977,line of weakness,弱点线{FRP积层板层间黏合线抗剪强度最弱},2026-05-14
21399978,linear compensation approach,线性补偿法,2026-05-14
21399979,linear motion,线性运动,2026-05-14
21399980,linear regression,线性回归；线性回归,2026-05-14
21399981,linear superposition,线性叠加,2026-05-14
21399982,liner type operation,班轮式营运,2026-05-14
21399983,listening mine,声响水雷,2026-05-14
21399984,load capability capability,负荷承受能力；承载能力,2026-05-14
21399985,load carry efficiency,负荷效率；负载效率,2026-05-14
21399986,load carrying capacity,承载能力,2026-05-14
21399987,load condition,负荷状态；负荷状况；负荷条件,2026-05-14
21399988,load cyele,负荷循环周次,2026-05-14
21399989,load due to weapon effect,武器效应引起的负荷,2026-05-14
21399990,load level,负荷水平；负载等级；负荷等级；负载水平,2026-05-14
21399991,load parameter,负荷参数,2026-05-14
21399992,load shedding,卸载；减载；分级卸载,2026-05-14
21399993,load shortening curve,负荷缩短曲线,2026-05-14
21399994,load spectrum,负荷谱,2026-05-14
21399995,load through the thickness,通过厚度的负载,2026-05-14
21399996,loaded condition,负荷状态；负荷状况；负荷条件,2026-05-14
21399997,loading condition,装载状况；装填状况；负载条件,2026-05-14
21399998,loading rate,装载速率；负载速率,2026-05-14
21399999,loading regime,加载体系；加载工况；加载方式,2026-05-14
21400000,loading resistor,负载电阻；负荷电阻；镇流电阻,2026-05-14
21400001,local effect,局部效应,2026-05-14
21400002,local waterline beam,局部水线面宽度,2026-05-14
21400003,lock approach,船闸引航道,2026-05-14
21400004,logical weight,逻辑权重,2026-05-14
21400005,log-normal distribution,对数常态分布；对数正态分布,2026-05-14
21400006,long short-term memory (LSTM),长短期记忆网路；长短期记忆,2026-05-14
21400007,longitudinal vertical floor,纵向竖肋板；纵垂底肋板,2026-05-14
21400008,loose ice,稀疏冰群,2026-05-14
21400009,loss of thickness,厚度损失,2026-05-14
21400010,low alkali borosilicate glass,低碱硼矽酸玻璃；低碱硼矽玻璃,2026-05-14
21400011,low cycle fatigue cracking,低频疲劳纹裂,2026-05-14
21400012,low stress application,低应力作用,2026-05-14
21400013,lower fatigue limit,疲劳下限,2026-05-14
21400014,luggage hold,行李舱,2026-05-14
21400015,machinery force,机械振动力；机械力,2026-05-14
21400016,machinery space,机舱；机舱空间,2026-05-14
21400017,mack {=mast +stack},烟囱桅,2026-05-14
21400018,magnetic mine,磁性水雷,2026-05-14
21400019,main ballast tank (MBT) blow manifold,{潜艇}主压载水舱吹除阀箱,2026-05-14
21400020,main cutout distribution manifold,主截止分配阀箱；主分配阀箱,2026-05-14
21400021,main induction and flood valve control manifold,{潜艇}主吸入阀与通海阀操纵阀箱,2026-05-14
21400022,main vent control manifold,{潜艇}主压载水舱通气阀操纵阀箱,2026-05-14
21400023,maintenance action,维护行动,2026-05-14
21400024,maintenance and service (MS),维修与使用；保养与使用；保养与维护,2026-05-14
21400025,maintenance cost factor,维修成本因子；维保费用因子,2026-05-14
21400026,maintenance depot,修配厂；检修厂；保养工厂；检修站；养护补给站,2026-05-14
21400027,maintenance effort,维护工作；维修工作,2026-05-14
21400028,maintenance problem,维修问题,2026-05-14
21400029,maneuvering mode,操纵模式,2026-05-14
21400030,manning reduction trade-off study,人员配额缩减取舍研究,2026-05-14
21400031,manual method,手工方法；手工法,2026-05-14
21400032,margin category,裕度类别,2026-05-14
21400033,margin compounding,裕度混合,2026-05-14
21400034,margin interaction,裕度互动,2026-05-14
21400035,margin policy,裕度政策；裕度策略；裕度方针,2026-05-14
21400036,marginal ice zone (MIZ),冰区边缘带,2026-05-14
21400037,marine architecture,海洋建筑；海上建筑,2026-05-14
21400038,marine construction,海洋建造；海洋构筑物,2026-05-14
21400039,marine design,船舶设计；海事工程设计；海洋工程设计,2026-05-14
21400040,marine earth-magnetism navigation,船舶地磁导航,2026-05-14
21400041,marine electric propulsion plant,船舶电力推进系统,2026-05-14
21400042,marine field,海运界；船舶领域,2026-05-14
21400043,marine lamp post navigation,船舶灯柱导航；船舶灯柱导航,2026-05-14
21400044,marine mine,水雷,2026-05-14
21400045,marine organisms,海洋生物,2026-05-14
21400046,marine structure,海洋结构物,2026-05-14
21400047,marine transport system,海上运输系统,2026-05-14
21400048,marine vehicle,海上运输工具；海事运输载具；海洋载具,2026-05-14
21400049,maritime authority,海事当局；海事管理机构,2026-05-14
21400050,maritime vehicle,海事运输载具,2026-05-14
21400051,mast design,桅设计,2026-05-14
21400052,mast structure,桅结构,2026-05-14
21400053,material cost,材料成本,2026-05-14
21400054,matrix material,基材；基质材料,2026-05-14
21400055,maximum draft,最大吃水,2026-05-14
21400056,maximum ice condition,最大冰况,2026-05-14
21400057,mechanic unbalance,机械不平衡,2026-05-14
21400058,mechanically-rotable classification sonar,机械转动式分类声纳,2026-05-14
21400059,medium standoff FAE explosion,中距离对峙油气弹爆炸,2026-05-14
21400060,metaknowledge,元知识；后设知识,2026-05-14
21400061,metal matrix composites,金属基体复合材料,2026-05-14
21400062,meta-learning,"元学习；模型""学会学习""技术",2026-05-14
21400063,mid-body region,舯体区域；舯部区域,2026-05-14
21400064,mid-mix surface combatant,中阶配置水面作战舰；多任务水面作战舰艇,2026-05-14
21400065,military standard,军用标准,2026-05-14
21400066,mine countermeasures vessel,反水雷船舶；扫雷舰；反水雷舰,2026-05-14
21400067,mine detecting set,探雷装备组；探雷器组,2026-05-14
21400068,mine detecting sonar,探雷声纳,2026-05-14
21400069,mine detector,探雷器；探矿器,2026-05-14
21400070,mine locating and disposal system,水雷发现及处理系统；水雷确定位置及处理系统,2026-05-14
21400071,mine-detecting sonar set,探雷声纳装备组,2026-05-14
21400072,minehunting sonar,猎雷声纳,2026-05-14
21400073,minewarfare vessel,水雷战舰艇,2026-05-14
21400074,minimum cost ship,最低成本船舶,2026-05-14
21400075,minimum hull weight,最小船体重量,2026-05-14
21400076,minimum initial cost and upkeep,最低原价及保养费,2026-05-14
21400077,minimum resistance,最小阻力,2026-05-14
21400078,minimum weight solution,最小重量解,2026-05-14
21400079,missile efflux blast loading,飞弹尾气爆炸负荷；飞弹射流喷气负荷,2026-05-14
21400080,mixed torsion theory,混合扭转理论,2026-05-14
21400081,mobile mine,主动式水雷；触动式水雷,2026-05-14
21400082,mobile offshore platform,移动式近海平台,2026-05-14
21400083,mobility spectrum,动性谱；动性频谱,2026-05-14
21400084,model flow study,模型水流研究,2026-05-14
21400085,model study,模型研究,2026-05-14
21400086,moisture content,含水量；含水率,2026-05-14
21400087,momentum transfer slamming,动量转移式波击,2026-05-14
21400088,monotonicity,单调性,2026-05-14
21400089,monotonicity property,单调性质,2026-05-14
21400090,Monte Carlo simulation,蒙地卡罗模拟,2026-05-14
21400091,Monte Carlo simulation method,蒙特卡罗模拟法,2026-05-14
21400092,motion-limit criteria,运动限制标准,2026-05-14
21400093,motorized valve,电动阀,2026-05-14
21400094,multi-beam sounding system,多波束测深系统,2026-05-14
21400095,multi-partite girder,分成多段式桁；多段式桁,2026-05-14
21400096,multiple regression,多重回归；多重回归,2026-05-14
21400097,multi-point mooring plant,多点系泊装置,2026-05-14
21400098,multi-sectional dock,多段式浮坞,2026-05-14
21400099,multiyear ice,多年积冰,2026-05-14
21400100,multi-year ice,多年积冰,2026-05-14
21400101,mushroom sinker,蕈形锚,2026-05-14
21400102,muzzle,枪口；炮口；喷嘴；喷口,2026-05-14
21400103,N.F.O {=normal fuel oil} tank,常用燃油柜,2026-05-14
21400104,N.L.O {=normal lubricating oil} tank ,常用润滑油柜,2026-05-14
21400105,nacelle,短舱；吊舱；{气球} 吊篮；导流罩；快艇舱室；尾轴包套；发动机舱；飞机机舱,2026-05-14
21400106,national standard,国家标准,2026-05-14
21400107,natural environment,自然环境,2026-05-14
21400108,natural polymer,天然高分子聚合物；天然聚合物,2026-05-14
21400109,naval construction,舰艇建造,2026-05-14
21400110,naval engineering standard (NES),{英国}海军工程标准,2026-05-14
21400111,naval practice,海军常规,2026-05-14
21400112,naval ship design,军舰设计,2026-05-14
21400113,naval ship visit,舰艇出访,2026-05-14
21400114,naval vessel,军舰；军事舰艇；军用舰艇,2026-05-14
21400115,navigational support,航海支援；航海保障,2026-05-14
21400116,navigator's cabin,航海官室；航海员室,2026-05-14
21400117,NBC cleaning station,核生化清洗站,2026-05-14
21400118,needle mine,磁针水雷,2026-05-14
21400119,network communication of naval ship,舰船网路通信,2026-05-14
21400120,net-zero framework (NZF),净零框架,2026-05-14
21400121,neutrally buoyant mine,中性浮力水雷；中浮水雷,2026-05-14
21400122,no frame structural configuration,无肋骨结构构型,2026-05-14
21400123,noise signature,噪声讯迹；噪声特征,2026-05-14
21400124,noise superposition,噪音叠加,2026-05-14
21400125,nominal ice pressure,标称冰压力,2026-05-14
21400126,non-convex limit-state surface,非凸极限曲面；凹极限状态面,2026-05-14
21400127,non-destructive examination (NDE),非破坏检验,2026-05-14
21400128,non-isothermal flow,非等温流,2026-05-14
21400129,non-isothermal viscoelastic fluid,非等温黏弹流体,2026-05-14
21400130,nonisotopic carrier,非同位素载体,2026-05-14
21400131,nonisotropic body,非各向同性体,2026-05-14
21400132,nonisotropic material,非等向性材料,2026-05-14
21400133,non-isotropic propagation of combustion waves,燃烧波的非同向延伸,2026-05-14
21400134,nonisotropic turbulence,各向异性紊流度,2026-05-14
21400135,non-sequential generating algorithm (NSGA),非序列式生成演算法；凌越式生成演算法,2026-05-14
21400136,normal design,常规设计,2026-05-14
21400137,normal operation,正常作业；正常操作；正常运作,2026-05-14
21400138,normal operational life,正常使用期限,2026-05-14
21400139,normal operational load,正常运作负荷,2026-05-14
21400140,normal ship design,常规船舶设计,2026-05-14
21400141,normal skin stress,法向表面应力；表层法向应力,2026-05-14
21400142,normal underway operation,正常运行,2026-05-14
21400143,normal warship design,常规军舰设计,2026-05-14
21400144,normalized stress/strain curve,正规化应力-应变曲线,2026-05-14
21400145,nuclear weapon,核武器,2026-05-14
21400146,nuclear-armed cruise missle,核武装巡曳飞弹,2026-05-14
21400147,observation mine,视发水雷{由目标观察员用电气引爆装置引爆的水雷},2026-05-14
21400148,offset bulb plate (OBP) {bulb flat},偏置球扁钢 {=球缘扁钢},2026-05-14
21400149,offshore support vessel,离岸支援船；海洋支援船,2026-05-14
21400150,oil manifold,油歧管；油集管,2026-05-14
21400151,old ice,陈年冰；多年冰,2026-05-14
21400152,on fire,著火,2026-05-14
21400153,open deck surface,敞露甲板表面,2026-05-14
21400154,open dock,开敞港池；感潮港池,2026-05-14
21400155,open hatch,敞舱口；大舱口,2026-05-14
21400156,open pack,稀疏流水,2026-05-14
21400157,open pack ice,疏冰群；稀疏流冰,2026-05-14
21400158,open section stiffener,开口截面加强材,2026-05-14
21400159,open-section stiffener,开式剖面加强材,2026-05-14
21400160,operating and production factors,操作与生产因素,2026-05-14
21400161,operating cost,营运成本,2026-05-14
21400162,operational capability,作战能力；运行能力,2026-05-14
21400163,operational load,运作负荷；运转负荷；运载负荷；操作负荷,2026-05-14
21400164,optimal decision making,最佳化决策,2026-05-14
21400165,optimised strength to weight ratio,优化强度重量比,2026-05-14
21400166,optimum condition,最佳条件,2026-05-14
21400167,order of magnitude,数量级,2026-05-14
21400168,ordinary-strength steel,普通强度钢,2026-05-14
21400169,orthogonal stiffening,正交加劲,2026-05-14
21400170,orthogonally stiffened grillage,正交加强板架；正交加劲格架,2026-05-14
21400171,orthogonally stiffened plate,正交加强板,2026-05-14
21400172,out of service sale price,停止营运后拍卖价格；停止营运后售价,2026-05-14
21400173,outer fibre,外层纤维,2026-05-14
21400174,out-of-flatness,不平整,2026-05-14
21400175,outside machinist,外场机械师；外包机械师,2026-05-14
21400176,overall buckling mode,整体挫曲模态,2026-05-14
21400177,overall resistance,总阻力；总电阻,2026-05-14
21400178,overall shear buckling,整体剪切挫曲,2026-05-14
21400179,overall shear failure,整体剪切损坏；整体剪切破坏,2026-05-14
21400180,overhead,开销；经常费用；经常开支；管理费用；舱顶；空架；高架；上部构材；场顶进场,2026-05-14
21400181,overhead weld,仰銲道,2026-05-14
21400182,overmatching,过度匹配,2026-05-14
21400183,oxide film,氧化膜,2026-05-14
21400184,painting and blasting,涂装与喷砂；喷漆与喷砂,2026-05-14
21400185,pan of ice,冰盆,2026-05-14
21400186,parachute mine,{空投}带降落伞水雷,2026-05-14
21400187,parallel laid,平行铺设；平行摆列,2026-05-14
21400188,particular application,特殊用途,2026-05-14
21400189,passage characteristics of ship-radiated noise,舰船辐射噪音通过特性,2026-05-14
21400190,passive navigation,被动式导航；无源导航,2026-05-14
21400191,patch load,轮印负荷,2026-05-14
21400192,pattern steel,花纹钢；花铁；文铁,2026-05-14
21400193,peak overpressure,峰值超压；尖峰超压,2026-05-14
21400194,performance characteristics margin,性能特征裕度,2026-05-14
21400195,performance degradation due to weight growth,由于船重增加导致性能下降,2026-05-14
21400196,peripheral component interconnect (PCI),周边组件互连标准,2026-05-14
21400197,permanent action,永久作用力,2026-05-14
21400198,permanent deflection,永久挠度,2026-05-14
21400199,permanent set,永久变形,2026-05-14
21400200,phenolic resin,酚树脂,2026-05-14
21400201,physical characteristics margin,物理特性裕度；物理性质裕度,2026-05-14
21400202,pile guide,导桩管架；导桩；桩导,2026-05-14
21400203,pile-cylinder-dolphin,桩筒式系缆柱,2026-05-14
21400204,pile-sinking,沉桩,2026-05-14
21400205,pilework,打桩工程,2026-05-14
21400206,pintle rudder,舵针舵；舵销舵；舵栓舵,2026-05-14
21400207,pipefitting,管配件；管道配件；管道装配；管装,2026-05-14
21400208,pipeline end manifold,{海底输油}管道管汇；管端集合管；管道端部集合管,2026-05-14
21400209,pipeline manifold,管线管汇,2026-05-14
21400210,plan approval,图样审定,2026-05-14
21400211,plasticization,塑化；增塑作用,2026-05-14
21400212,plastics composite,塑胶复合材料,2026-05-14
21400213,plummet type mine,定深铊式水雷,2026-05-14
21400214,pneumatic mucking winch,气动油舱取料卷扬机,2026-05-14
21400215,podline tensioner,吊舱索张力器；分支管线张力器,2026-05-14
21400216,polarization agile (PA) radar,极化捷变雷达；极化测量雷达,2026-05-14
21400217,polymer-fibre composite,聚合纤维复合材料；聚合纤维强化复合材料,2026-05-14
21400218,pontoon barge,浮箱式驳船,2026-05-14
21400219,pontoon dock,浮箱式浮船坞,2026-05-14
21400220,port authorities,港务管理当局；港口管理机构,2026-05-14
21400221,portable power tool,便携式电动具；手提电动工具,2026-05-14
21400222,portable tool,便携式工具；手提工具,2026-05-14
21400223,portal frame,门形架构；龙门架,2026-05-14
21400224,post-weld cooling,銲后冷却,2026-05-14
21400225,power of survival,存活能力；幸存力,2026-05-14
21400226,powerful structural design aid,强大的结构设计辅助,2026-05-14
21400227,practicability,实用性,2026-05-14
21400228,practical decision,实际决策,2026-05-14
21400229,prediction error,预测误差,2026-05-14
21400230,Preliminary Acceptance Service Use (PASU),「预审核服务使用」证明；「初步核可服务使用」证明,2026-05-14
21400231,preliminary design phase,初步设计阶段,2026-05-14
21400232,premature tearing,过早撕裂,2026-05-14
21400233,pressure mine,液压水雷,2026-05-14
21400234,pressure signature,压力场讯迹；压力场特征,2026-05-14
21400235,pressure-proof hull,{潜艇}耐压艇体,2026-05-14
21400236,pressure-resisting hull,{潜艇}耐压艇体,2026-05-14
21400237,pre-weight control case,重量控制前,2026-05-14
21400238,prima facie,初步认定；初步认定的,2026-05-14
21400239,primary response,主反应,2026-05-14
21400240,primary structural response,主结构反应,2026-05-14
21400241,prismatic hull segment,等棱性船段；棱柱形船体分段,2026-05-14
21400242,probabilistic structural design procedure,机率结构设计程序,2026-05-14
21400243,probability method of design,机率设计法,2026-05-14
21400244,probability of failure,失效机率,2026-05-14
21400245,probability-based design code,基于机率的设计准则；机率为本的设计准则,2026-05-14
21400246,procedural refinement,程序性改进,2026-05-14
21400247,producibility of design,设计的可生产性,2026-05-14
21400248,product data management (PDM),产品数据管理,2026-05-14
21400249,production cost,生产成本,2026-05-14
21400250,production costing tool,生产成本核算工具,2026-05-14
21400251,production facility,生产设施；生产工厂；生产设备；生产基地,2026-05-14
21400252,production factor,生产要素；生产因素,2026-05-14
21400253,production manifold,采油总管,2026-05-14
21400254,production practice,生产实务；生产实习；生产实践,2026-05-14
21400255,production process type,生产流程类型；生产类型,2026-05-14
21400256,production technology,生产技术,2026-05-14
21400257,production unit,生产单位；生产单元,2026-05-14
21400258,profession judgement,专业判断,2026-05-14
21400259,professional responsibility,专业责任；职业责任,2026-05-14
21400260,progressive collapse,连续性崩塌,2026-05-14
21400261,progressive limit state (PLS),渐进极限状态,2026-05-14
21400262,projected fleet,预计船队；预计舰队,2026-05-14
21400263,propeller configuration,螺桨构形,2026-05-14
21400264,propeller torque,螺桨转矩；螺桨扭矩,2026-05-14
21400265,propulsion motor,推进马达；推进电动机,2026-05-14
21400266,propulsion power generation system,推进发电系统；推进功率生成系统；推进动力系统,2026-05-14
21400267,propulsion power system,推进动力系统,2026-05-14
21400268,propulsion train,推进轮列系统；推进系统,2026-05-14
21400269,propulsion train load,推进系统轮列负荷,2026-05-14
21400270,protective measure,保护措施,2026-05-14
21400271,protective system,保护系统；防护系统,2026-05-14
21400272,protruding angle,凸角；凸出角,2026-05-14
21400273,prudent limit of endurance,安全续航时间范围,2026-05-14
21400274,prudent navigation,谨慎导航；谨慎航海,2026-05-14
21400275,pull-in effect,拉近效应；拉动效应；吸合效应,2026-05-14
21400276,pulse decay,脉冲衰减,2026-05-14
21400277,purified fresh water,净化淡水；净化过的淡水,2026-05-14
21400278,push pull effect,推拉效应,2026-05-14
21400279,QR code {=quick response code},快速回应图码；二维码,2026-05-14
21400280,QR squence diffuser,二次剩余序列扩散屏,2026-05-14
21400281,quadric residue sequence diffusion plate,二次剩余序列扩散屏,2026-05-14
21400282,quality assurance system,品质保证系统,2026-05-14
21400283,quick response code,快速回应图码；二维码,2026-05-14
21400284,radar mine,雷达{作用}引信水雷；无线电引信水雷,2026-05-14
21400285,radar office,雷达室；雷达办公室,2026-05-14
21400286,radar transpanency,雷达透彻度；雷达辨识度,2026-05-14
21400287,radial arm,辐射臂,2026-05-14
21400288,radio silence,无线电寂静度；无线电寂静,2026-05-14
21400289,radio-controlled mine,无线电遥控水雷,2026-05-14
21400290,radiography,X-光照像；射线照像,2026-05-14
21400291,radius of action,作战半径；活动半径,2026-05-14
21400292,raft-type dumb barge,筏式非自航驳船,2026-05-14
21400293,railway dry dock,有轨干船坞；船排,2026-05-14
21400294,random event,随机事件,2026-05-14
21400295,random system,随机系统,2026-05-14
21400296,rational design and construction margin policy,理性设计与施工裕度方针；合理设计与施工裕度策略,2026-05-14
21400297,rationale,基本原理；理论基础；原理阐述；根本原因；逻辑依据,2026-05-14
21400298,rationally structured model tool,结构合理制作模具,2026-05-14
21400299,realistic evaluation,真实评价,2026-05-14
21400300,recalculation,重新计算；重算；复算；再计算；再核算；再估计；换算,2026-05-14
21400301,recoil force,后座力,2026-05-14
21400302,recurrent neural network (RNN),循环神经网路；递回神经网路,2026-05-14
21400303,reduced cost,缩减成本；降低成本,2026-05-14
21400304,re-entrant angle,凹入角；缺陷角；重入角,2026-05-14
21400305,reentrant corner,凹角；阴角；内隅角,2026-05-14
21400306,refined method,精化方法；精确方法,2026-05-14
21400307,refitting,修理；改装；重置,2026-05-14
21400308,reinforcement glass,强化玻璃{美国用},2026-05-14
21400309,relative deflection,相对挠度,2026-05-14
21400310,relative sonar transparency,相对声纳透明性,2026-05-14
21400311,relevant information availability,相关信息可用性,2026-05-14
21400312,reliability estimate,可靠性估计；可靠度估计,2026-05-14
21400313,reliability test,可靠性试验,2026-05-14
21400314,reliable indicator of propensity,可靠趋势指标,2026-05-14
21400315,remote-controlled mine,遥控水雷,2026-05-14
21400316,Rennie dock,雷尼型分段式浮坞,2026-05-14
21400317,resin sealing,树脂密封,2026-05-14
21400318,resin wet-out characteristic,树脂浸渍湿透性质,2026-05-14
21400319,resistance to cracking,抗龟裂性能,2026-05-14
21400320,resistance to crevice attack,抗间隙腐蚀能力,2026-05-14
21400321,resistance to environment,环境耐受性,2026-05-14
21400322,resistance to rot,耐腐朽,2026-05-14
21400323,resistor tank,电阻箱,2026-05-14
21400324,return voyage,返航,2026-05-14
21400325,revenue,收入；收益,2026-05-14
21400326,R-glass,强化玻璃{美国用},2026-05-14
21400327,rigid-perfectly plastic material,刚塑性材料,2026-05-14
21400328,rigional terrestrial radio station,区域无线电广播电台,2026-05-14
21400329,riser diverter,立管分流器；隔水管分流器,2026-05-14
21400330,rising mine,上浮水雷,2026-05-14
21400331,risk index,风险指数,2026-05-14
21400332,risk of failure,失效风险；故障风险；破损风险,2026-05-14
21400333,risk of loss,损失风险；丢失风险,2026-05-14
21400334,risk priority number (RPN),风险优先数；风险顺序数；风险系数,2026-05-14
21400335,risk ranking,风险排序,2026-05-14
21400336,river water cooling system,河水冷却系统,2026-05-14
21400337,river-sea ship,江海直达船,2026-05-14
21400338,riveted strake,铆接列板,2026-05-14
21400339,rocket decelerated mine,火箭减速{空投}水雷,2026-05-14
21400340,rocket mine,火箭水雷,2026-05-14
21400341,rocking motion,摇摆运动；摇动,2026-05-14
21400342,roll angle,横摇角,2026-05-14
21400343,rolled section,轧制型材,2026-05-14
21400344,rolling direction,轧制方向,2026-05-14
21400345,room's average energy density,舱室平均声能密度；厅堂平均声能密度,2026-05-14
21400346,rotary motion,旋转运动；回转运动；转动,2026-05-14
21400347,rotating motion,回转运动；转动,2026-05-14
21400348,rotational motion,旋转运动；转动；涡动,2026-05-14
21400349,rotational restraint,旋转约束,2026-05-14
21400350,ruggedness,坚固性；耐久性；高强度,2026-05-14
21400351,rust removal,除锈,2026-05-14
21400352,rust remover,除锈剂；除锈器,2026-05-14
21400353,safe-life design,安全使用寿命设计,2026-05-14
21400354,safety factor for load effect,负荷效应安全因子{>1},2026-05-14
21400355,safety factor for strength parameter,强度参数安全因子{<1},2026-05-14
21400356,safety index,安全指标；安全指数,2026-05-14
21400357,safety margin level,安全余裕水平；安全裕度等级,2026-05-14
21400358,safety net-over,防出界安全网,2026-05-14
21400359,Saint Venant torque,圣维南扭矩,2026-05-14
21400360,Saint Venant's principle,圣维南原理；等效力系原理,2026-05-14
21400361,Saint Venant's torsion theory,圣维南扭转理论,2026-05-14
21400362,salvage dock,救助浮坞{潜艇起浮用},2026-05-14
21400363,sandwich material,夹芯材料；三明治材料,2026-05-14
21400364,satellite communications office,卫星通讯办公室,2026-05-14
21400365,scalability,可扩展性；可延伸性；可量测性,2026-05-14
21400366,scaled model,缩尺模型；比例模型,2026-05-14
21400367,schematic representation,示意画法；图示表征,2026-05-14
21400368,sciolism,浅知识,2026-05-14
21400369,scour mat,防冲刷垫；防掏空垫,2026-05-14
21400370,screened river water,过滤的河水,2026-05-14
21400371,sea condition test,抗风浪试验,2026-05-14
